"","Segment","RESPID","Q1_1_When buying a boat  I do a lot of shopping around and visit multiple dealers","Q1_2_When buying a boat  getting the lowest price is more important than the boat brand","Q1_3_The brand of boat I buy says a lot about who I am","Q1_4_I only consider buying a boat from a reputable brand","Q1_5_I am willing to pay a premium for a brand with a reputation for high quality","Q1_6_Owning a boat is a way of rewarding myself for my hard work","Q1_7_Owning a boat gives me a sense of achievement","Q1_8_When buying a boat  functionality is more important than style","Q1_9_I see my boat as a status symbol","Q1_10_When buying a boat  I rely more on expert opinion than my own  e g  consumer reports  salespeople ","Q1_11_I tend to perform minor boat repairs and maintenance on my own","Q1_12_When it comes to boating  I tend to prefer a basic boat with little to no frills","Q1_13_When buying a boat  I tend to buy the latest and greatest","Q1_14_When buying accessories for my boat  I tend to buy the latest and greatest","Q1_15_I am serious about the technology on my boat","Q1_16_People tend to come to me for advice about boating","Q1_17_I consider myself more knowledgeable about boating than the rest of my boating peers","Q1_18_Boating gives me a feeling of adventure","Q1_19_Boating allows me to experience nature","Q1_20_When not on my boat  I often find myself doing boating related activities","Q1_21_Boating helps me escape from everyday life and relax","Q1_22_Boating helps me stay active","Q1_23_Boating allows me to excel in the sports that I am passionate about   e g  fishing  racing  water sports ","Q1_24_Boating gives me an outlet to socialize with family and or friends","Q1_25_Being in charge of my boat is very important to me","Q1_26_Having a powerful boat is what is most important to me","Q1_27_Boating is the number one thing I do with my spare time","Q1_28_Boating is my true passion in life","Q1_29_Boating is one of many things I do in my spare time","Q2_How many powerboats do you currently own ","Q2_Cluster_Own a boat ","Q3_How likely would you be to purchase a new boat in the future ","Q4_Approximately how much did you pay for your current Boat ","Q5_What is the horse power of your engine brand current boat engine   the boat you want to buy ","Q6_Length of Boat  in Feet ","Q7_1_I normally boat alone","Q7_2_I boat with my spouse or significant other","Q7_3_I boat with my family  including kids","Q7_4_I boat with my friends","Q8_How would you rate your experience regarding boating ","Q9_1_Fishing   Below is a list of activities that may or may not do while boating  Please indicate how often you engage in each of these activities","Q9_2_Swimming   Below is a list of activities that may or may not do while boating  Please indicate how often you engage in each of these activities","Q9_3_Cruising   Below is a list of activities that may or may not do while boating  Please indicate how often you engage in each of these activities","Q9_4_Water Sports   Below is a list of activities that may or may not do while boating  Please indicate how often you engage in each of these activities","Q9_5_Entertaining socializing   Below is a list of activities that may or may not do while boating  Please indicate how often you engage in each of these activities","Q10_During your boating season  how many days out of the year do you typically use your boat","Q11_Gender","Q12_HOUSEHOLD income","Q13_Are you now married  widowed  divorced  separated  never married  or living with a partner ","Q14_Current Employment Status","Q15_Age in cluster","Q16_Name of the Brand rated","Q16_1_Is a brand that has been around for a long time","Q16_2_Has best in class customer service","Q16_3_Has a strong dealer network","Q16_4_Is a leader in cutting edge technology","Q16_5_Is a leader in safety","Q16_6_Is known for its innovative products","Q16_7_Is a brand for people who are serious about boating","Q16_8_Is a good brand for people that are new to boating","Q16_9_Is a brand I see in the water all the time","Q16_10_Offers boats that provide a fast and powerful boating experience","Q16_11_Offers the best boats for socializing","Q16_12_Offers the best boats for water sports  e g   tubing  ski  wakeboard ","Q16_13_Offers boats with superior interior style","Q16_14_Offers boats with superior exterior style","Q16_15_Offers boats that stand out from the crowd","Q16_16_Offers boats that look cool","Q16_17_Offers boats that can handle rough weather or choppy water","Q16_18_Offers boats that can handle frequent and heavy usage","Q16_19_Offers a wide breadth of product offerings and accessories","Q16_20_Offers boats that I can move around safely","Q16_21_Offers boats that are easy to maintain and or repair","Q16_22_Offers boats that are easy to use","Q16_23_Offers boats that are easy to clean up","Q16_24_Has low prices","Q16_25_Is a brand that gives me peace of mind","Q16_26_Makes me feel I made a smart decision","Q16_27_Is a brand that impresses others","Q17_Recommend","Q18_PurchaseFuture"
"2130",1,485388,4,2,2,4,4,3,2,4,1,4,2,4,2,2,2,1,2,4,4,2,4,4,3,4,2,2,2,2,4,1,1,3,2,2,17,1,4,2,2,2,5,2,4,2,2,5,2,13,1,5,4,84,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,1,1
"2131",2,472105,4,2,2,4,4,4,2,4,2,4,4,4,3,3,2,2,2,3,4,2,4,4,3,4,2,1,2,2,3,1,1,2,2,2,16,3,4,4,4,3,5,2,3,2,2,35,2,10,1,7,4,50,3,4,4,4,4,4,4,4,5,4,5,3,3,4,4,3,4,3,4,4,4,4,4,4,4,4,4,0,1
"2132",2,229006,4,2,3,4,4,4,4,4,3,4,4,4,3,3,4,4,3,4,4,4,4,5,4,5,4,3,4,4,5,1,1,4,3,2,26,3,2,3,4,3,5,2,3,1,3,30,2,17,1,1,3,28,4,4,3,3,4,3,4,3,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,3,4,5,4,1,1
"2133",3,480174,5,3,3,5,4,3,3,4,4,3,5,3,3,3,3,4,3,5,5,4,5,5,5,5,3,2,4,4,4,1,1,5,3,2,20,5,2,3,5,4,5,1,3,1,3,150,1,1,1,1,4,51,4,3,5,4,4,3,4,4,5,4,3,3,4,3,3,4,5,4,4,4,3,3,4,4,4,3,4,1,1
"2134",2,235105,4,2,3,4,3,4,4,4,3,5,4,2,2,3,4,3,3,4,4,3,4,4,3,4,3,1,2,2,3,2,1,4,11,2,20,2,4,5,5,2,4,4,5,4,5,20,1,1,5,2,1,48,3,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,0,1
"2135",3,479052,4,4,2,4,2,4,3,4,2,4,4,2,2,2,4,2,2,4,4,2,4,4,4,4,3,2,3,2,4,1,1,4,4,2,17,2,2,2,4,3,4,3,3,1,3,10,1,1,5,1,4,24,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1
"2136",3,471761,5,3,2,3,3,3,4,4,3,3,4,4,3,2,4,3,4,4,4,4,5,4,4,4,4,2,3,3,5,1,1,4,2,2,25,2,4,4,4,2,4,3,4,4,3,40,1,12,6,1,4,43,4,3,4,4,4,4,4,4,4,3,3,3,3,4,4,3,3,3,4,4,4,3,4,2,4,4,4,0,1
"2137",2,232119,3,2,2,4,3,3,3,3,2,4,4,2,2,2,4,3,2,4,4,3,3,4,4,4,4,2,3,3,4,1,1,4,4,2,26,1,4,4,3,3,4,4,4,3,4,35,1,19,1,1,4,18,4,4,4,4,4,3,4,4,4,3,4,2,2,4,4,4,5,5,4,5,4,4,3,4,4,4,4,1,1
"2138",2,221376,5,2,3,5,4,3,3,4,2,3,4,3,3,3,3,3,3,4,4,2,4,3,2,4,3,3,3,3,4,1,1,5,4,2,20,3,4,2,3,3,2,4,4,3,3,30,1,18,3,2,3,9,3,1,3,4,4,5,5,5,3,1,1,3,3,5,5,5,5,4,5,4,4,4,5,5,4,5,4,1,1
"2139",2,471133,4,3,3,3,2,4,3,4,2,2,3,4,3,3,3,3,2,4,4,2,4,4,4,4,3,3,2,2,4,0,0,5,2,2,20,1,4,5,3,1,3,2,3,5,3,10,2,17,1,7,2,3,4,3,4,4,3,4,4,3,4,5,3,4,5,4,4,4,4,4,4,4,4,4,4,3,4,4,4,0,1
"2140",3,228771,5,3,3,5,4,5,5,4,3,5,5,3,3,4,4,4,4,5,5,5,5,5,5,5,5,2,4,3,4,1,1,4,3,2,25,2,5,5,3,4,5,3,4,2,4,90,1,16,1,5,4,5,4,5,3,4,3,5,5,5,5,5,3,2,3,2,5,2,3,5,5,4,5,4,5,4,4,4,4,1,1
"2141",2,474386,4,3,2,4,3,4,3,4,2,4,4,3,2,2,4,2,1,4,4,4,4,5,2,5,4,2,3,2,4,0,0,4,4,2,22,3,3,2,4,2,4,4,4,3,4,25,2,15,6,1,4,3,4,4,4,4,3,4,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1
"2142",1,230893,4,3,3,4,4,3,3,4,2,3,2,3,3,3,3,3,3,4,3,2,4,4,3,4,3,2,2,3,3,0,0,4,3,2,22,2,4,4,3,2,2,3,4,2,3,60,1,15,1,5,4,5,4,4,3,3,3,4,4,4,3,4,3,3,3,3,5,3,3,4,4,4,4,3,3,4,4,4,4,0,1
"2143",3,482572,5,3,3,4,4,4,4,4,3,2,4,2,2,4,4,4,2,4,4,3,4,5,4,4,3,2,2,3,4,1,1,5,3,2,18,4,4,3,5,2,5,2,3,2,3,50,1,17,1,1,3,24,4,4,3,4,3,4,3,4,4,4,5,3,2,3,4,2,3,4,4,4,4,5,4,3,4,4,4,0,1
"2144",2,231607,4,2,2,3,4,4,4,4,2,4,4,2,2,3,4,2,2,4,4,3,4,3,2,3,4,2,2,3,4,0,0,4,11,2,40,4,3,3,3,2,2,3,3,2,3,15,1,13,5,4,1,18,5,5,4,3,3,3,4,4,4,4,4,3,3,3,4,3,4,4,4,3,3,3,4,3,4,4,4,0,1
"2145",2,472929,2,2,2,2,1,3,4,5,1,1,5,3,1,2,4,4,4,3,4,4,4,4,4,4,5,3,3,3,5,1,1,5,1,2,18,3,3,4,4,4,5,3,2,2,2,30,1,1,1,6,4,10,3,3,3,3,3,4,3,5,4,3,4,2,3,3,4,3,4,4,5,3,4,4,4,4,4,4,4,0,1
"2146",3,473066,3,4,4,4,2,4,3,5,2,4,4,4,2,2,4,2,3,4,4,3,4,4,4,5,4,2,3,3,4,1,1,4,1,2,16,1,4,5,4,2,5,2,1,2,1,30,2,15,1,1,2,1,4,2,3,2,3,4,4,4,4,3,4,2,2,3,4,2,4,4,4,4,4,4,4,3,4,4,4,1,1
"2147",3,228736,5,2,3,3,4,4,4,5,3,4,5,5,1,2,3,3,2,5,5,4,5,4,2,5,4,1,3,3,5,1,1,5,1,2,18,1,5,3,2,4,3,4,4,1,3,15,2,1,6,1,4,19,4,4,4,4,3,4,4,4,4,2,4,3,2,3,3,3,3,4,3,3,4,4,4,5,4,4,4,0,1
"2148",1,236834,4,4,2,2,2,4,2,4,2,4,2,4,2,2,2,3,2,4,4,3,4,4,2,4,2,2,4,3,4,0,0,4,2,2,22,3,4,3,3,1,3,3,3,3,3,15,2,13,1,1,1,29,2,2,3,3,2,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,0,1
"2149",2,480685,4,2,3,4,4,3,3,3,2,4,4,4,3,3,3,3,3,4,4,2,4,4,4,4,3,2,2,2,4,1,1,5,3,2,19,2,3,3,3,3,4,2,2,2,2,15,1,19,1,1,1,35,1,5,5,5,5,5,5,5,5,5,4,3,3,4,4,3,3,3,3,3,3,3,4,3,3,3,4,1,1
"2150",2,226450,3,3,3,4,3,4,4,4,2,2,4,3,2,3,3,2,3,3,3,2,3,4,3,4,3,2,2,2,4,1,1,4,2,2,18,3,3,3,3,2,5,2,3,2,2,20,1,17,1,5,4,24,4,4,4,4,5,4,4,4,4,5,5,2,2,5,4,2,4,4,4,4,4,4,4,4,3,4,4,0,1
"2151",2,477565,5,3,1,4,3,3,4,4,1,5,3,3,3,3,5,4,3,5,4,3,5,5,3,3,3,1,5,4,5,1,1,4,6,2,8,2,5,5,3,3,3,4,4,2,2,60,2,13,1,1,3,22,3,3,3,3,5,5,5,5,5,3,3,3,4,5,5,4,3,5,3,5,5,5,3,3,3,4,4,1,1
"2152",2,472062,5,2,2,3,3,4,2,3,3,4,4,2,3,3,4,3,3,3,4,3,4,4,4,4,4,2,2,2,3,0,0,4,2,2,24,3,4,4,4,2,5,4,4,4,3,30,1,10,3,1,3,3,4,4,3,4,4,3,4,5,3,5,4,4,4,4,4,4,5,3,4,3,4,4,4,4,3,4,4,1,1
"2153",3,230183,4,1,4,5,4,4,4,5,4,2,4,4,3,3,4,4,4,4,5,4,5,4,4,5,3,2,5,4,5,1,1,4,7,2,34,3,5,4,4,3,3,2,4,2,5,30,2,16,1,6,3,8,3,3,4,4,4,4,4,4,4,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,1,1
"2154",2,221123,4,3,1,4,4,3,1,4,1,4,5,4,2,2,3,2,3,2,2,1,3,2,3,3,1,1,1,1,5,1,1,5,2,2,17,2,3,3,4,2,3,2,2,4,2,80,1,13,1,1,1,5,5,5,3,5,4,4,5,5,5,5,4,3,3,3,5,2,5,5,5,4,5,5,5,4,3,5,4,0,1
"2155",3,230038,4,3,3,4,5,5,5,5,3,4,5,3,3,4,5,4,3,5,5,3,5,4,5,5,4,3,4,5,5,1,1,5,6,2,40,2,5,4,3,2,4,3,5,5,4,120,2,19,1,2,2,3,5,3,4,5,4,5,4,3,4,4,4,5,5,4,5,3,5,4,4,4,4,5,5,3,3,4,4,1,1
"2156",2,231550,2,2,2,2,1,4,4,4,1,2,5,4,2,2,2,2,2,4,3,3,4,4,3,4,3,2,2,2,4,0,0,5,1,2,18,3,5,4,4,2,3,3,4,3,4,40,1,16,1,2,2,3,4,4,4,3,4,4,4,4,5,4,4,4,4,4,4,4,4,2,2,4,4,4,4,2,3,3,4,0,1
"2157",3,225660,4,4,2,5,2,3,2,5,2,4,4,5,2,3,2,2,1,4,4,2,4,4,2,3,4,2,2,2,5,1,1,5,2,2,18,4,5,1,2,3,5,1,2,1,1,30,1,15,1,5,4,14,5,3,3,3,4,3,5,5,5,4,4,3,3,3,5,3,5,3,5,5,5,5,5,4,3,5,4,1,1
"2158",3,23289,5,4,3,2,4,3,3,4,2,4,4,2,3,3,4,4,4,5,4,3,4,5,4,4,3,3,5,3,4,0,0,4,6,2,25,3,3,4,5,2,5,4,4,4,3,8,1,12,5,1,2,1,3,4,4,3,4,5,3,4,5,4,4,3,4,4,5,3,4,4,3,5,4,3,4,2,3,3,4,0,1
"2159",1,222419,4,2,2,4,2,4,2,4,2,3,2,3,2,2,3,3,2,4,4,3,5,4,4,4,2,2,4,3,5,2,1,4,4,2,35,1,5,5,4,3,2,4,4,3,4,35,2,19,6,1,2,45,3,3,3,4,4,3,4,3,3,3,3,4,4,3,4,3,4,4,4,4,4,4,4,2,3,3,4,1,1
"2160",2,237420,5,3,2,4,2,5,5,4,2,4,4,3,2,2,3,4,2,5,5,5,5,5,5,4,5,2,4,5,4,3,1,4,8,2,30,4,3,3,3,2,5,1,3,1,3,50,2,19,1,1,3,47,3,5,3,3,4,3,5,5,5,3,5,3,3,5,4,3,2,3,5,4,5,3,5,4,3,4,4,0,1
"2161",2,470432,4,3,2,3,3,4,3,4,1,4,4,5,3,3,3,3,3,4,5,3,4,4,5,4,3,2,3,2,4,1,1,3,1,2,20,2,5,2,3,2,5,3,4,3,1,25,2,14,6,5,3,3,4,4,4,3,4,3,3,4,4,3,4,2,3,3,3,3,3,3,4,3,4,4,4,3,3,3,4,1,1
"2162",2,226934,5,5,2,4,5,5,2,4,1,4,4,2,4,4,4,1,2,3,5,4,5,4,4,4,4,2,3,3,5,1,1,2,3,2,24,1,5,5,4,3,5,5,5,3,5,120,2,17,1,1,3,3,3,3,4,4,4,4,3,3,4,3,4,2,4,4,3,4,2,4,4,5,3,4,4,3,3,4,4,1,1
"2163",2,489632,3,3,3,4,3,4,4,4,2,4,4,4,3,4,4,3,3,5,5,3,5,5,3,5,4,3,3,4,4,0,0,4,3,2,26,3,5,5,3,2,3,3,3,3,4,25,1,19,1,1,3,5,5,4,3,3,3,4,3,4,4,5,4,3,4,1,4,2,4,3,4,3,4,5,5,5,3,4,4,1,1
"2164",1,222052,3,3,3,4,4,3,2,4,2,4,2,3,3,3,3,2,2,3,4,2,4,3,2,4,2,3,2,2,4,1,1,4,4,2,24,1,3,5,2,2,1,2,4,4,4,20,2,19,1,7,4,3,4,3,3,4,3,3,3,4,4,5,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,4,4,0,1
"2165",3,232900,5,3,4,4,3,4,4,3,3,2,5,3,3,3,5,4,4,4,4,3,4,4,3,4,5,2,2,3,4,1,1,5,4,2,26,3,5,4,4,3,2,4,2,4,4,20,1,19,1,1,1,39,3,3,4,4,3,4,4,4,4,4,3,4,4,3,4,4,4,3,4,4,4,4,4,4,3,4,4,0,1
"2166",3,473800,2,3,3,4,4,4,4,4,3,4,4,4,3,3,3,2,2,4,3,1,4,4,2,4,4,2,3,2,4,1,1,2,2,2,18,1,1,3,5,1,3,3,5,1,4,45,2,15,5,5,4,84,2,3,3,3,3,3,3,4,4,4,3,4,3,3,3,3,3,3,3,3,4,3,4,3,3,4,4,0,1
"2167",2,229349,3,3,2,3,2,4,2,4,2,2,4,2,2,3,3,2,3,3,4,3,4,3,3,4,4,3,3,3,4,1,1,4,11,2,16,1,5,1,3,3,4,2,2,1,4,35,2,19,6,2,2,1,3,3,3,3,3,3,3,3,4,4,4,2,2,2,3,2,3,2,3,3,3,5,4,5,3,3,4,0,1
"2168",3,240488,4,5,1,3,3,5,3,5,2,2,4,1,2,3,3,3,5,5,5,3,5,5,5,5,5,3,2,2,5,1,1,4,2,2,20,1,5,5,4,3,5,5,4,4,4,30,1,15,1,2,1,47,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,4,4,0,1
"2169",3,480192,4,3,1,2,3,4,4,2,3,2,5,3,2,4,3,3,2,4,5,4,5,4,5,5,5,2,4,3,4,1,1,4,2,2,18,4,2,2,4,3,5,3,3,2,3,25,1,11,5,2,2,1,4,3,3,4,3,2,4,4,5,3,4,3,2,2,2,1,4,4,5,4,5,5,5,5,3,5,4,1,1
"2170",2,237333,3,3,2,4,2,4,4,3,2,2,4,4,2,2,2,2,4,4,4,2,5,4,3,4,2,2,2,2,4,1,1,4,2,2,18,1,3,4,3,2,2,4,5,5,3,30,2,16,5,1,1,36,4,3,3,3,3,3,3,3,4,3,3,2,4,3,3,2,2,2,3,3,3,4,4,3,3,3,4,0,1
"2171",1,487605,4,2,3,4,4,2,2,3,2,4,2,3,3,2,3,2,1,4,5,2,4,3,2,3,3,2,2,2,4,1,1,3,2,2,17,1,3,4,3,1,3,1,3,1,3,5,1,13,1,5,4,43,2,2,3,3,3,4,3,4,4,2,3,3,3,3,4,4,4,3,3,4,3,3,4,3,3,3,4,0,1
"2172",2,23487,4,2,4,3,5,5,4,5,2,2,4,3,3,3,5,5,5,5,5,4,5,4,5,4,4,2,3,5,5,1,1,5,3,2,22,2,5,3,4,4,5,4,3,4,3,60,1,14,1,1,2,5,2,5,2,2,3,4,4,4,2,1,4,2,1,3,4,1,2,5,5,4,4,4,4,4,3,3,4,1,1
"2173",2,232507,5,3,3,4,3,3,4,5,2,4,4,2,2,3,4,4,3,4,4,2,4,4,4,4,4,2,4,3,4,1,1,4,2,2,16,3,3,4,3,3,5,3,3,3,3,70,1,16,1,1,3,1,2,3,3,4,2,4,4,4,4,4,3,2,3,4,4,3,3,4,4,4,4,4,4,5,3,4,4,0,1
"2174",3,223168,3,4,2,3,2,4,4,4,2,2,4,4,3,2,3,3,2,4,4,3,4,4,2,4,4,2,2,4,4,1,1,3,1,2,14,2,5,1,3,3,3,3,4,2,3,20,2,14,6,2,4,84,3,2,3,3,2,3,2,2,4,2,2,2,3,2,4,2,4,3,4,4,4,5,4,5,3,4,4,0,1
"2175",3,223704,4,2,2,4,2,4,4,4,4,4,5,2,2,2,2,4,2,4,5,2,4,4,3,5,4,2,1,2,4,1,1,4,3,2,21,1,3,2,5,2,1,5,5,3,5,20,2,17,1,1,1,11,5,2,4,4,3,2,3,2,5,4,2,5,4,3,4,3,4,3,4,4,5,4,5,5,2,4,4,1,1
"2176",3,240667,5,4,2,3,2,4,3,4,1,2,5,3,2,3,3,2,3,4,4,2,4,2,2,4,2,1,2,1,4,1,1,4,2,2,20,1,5,4,4,3,3,3,4,3,3,15,1,13,1,1,3,22,2,3,3,3,3,4,3,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,2,3,4,0,1
"2177",2,472887,4,2,2,5,2,2,2,3,1,1,4,2,1,2,4,1,1,3,4,2,4,3,1,3,2,2,1,1,4,1,1,4,4,2,22,1,4,4,3,1,3,3,4,4,3,150,1,19,1,1,3,39,3,3,3,5,3,4,3,4,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,2,4,4,1,1
"2178",1,236666,3,4,2,2,2,3,4,4,2,3,2,2,2,2,2,2,2,2,4,2,4,3,2,4,4,1,1,1,4,1,1,2,3,2,22,1,5,5,3,3,2,3,3,4,4,10,1,19,1,2,3,84,2,2,2,3,2,3,3,3,4,2,2,3,3,3,4,3,4,3,3,4,4,4,4,5,2,3,4,0,1
"2179",2,238660,4,2,3,4,4,4,4,4,3,2,5,3,2,3,4,3,3,4,3,3,3,4,3,3,4,2,3,3,4,1,1,4,3,2,16,3,3,3,3,3,5,2,2,2,2,20,2,16,1,5,4,10,5,5,5,5,5,4,5,5,5,5,4,5,4,4,5,5,5,5,4,5,5,5,5,3,5,5,3,0,1
"2180",2,470631,5,2,1,4,5,4,2,3,1,5,5,3,3,5,4,3,2,4,3,3,5,4,5,4,2,1,1,2,5,1,1,4,6,2,23,3,5,5,5,2,5,5,5,5,5,30,1,15,1,4,1,40,3,2,4,4,5,5,5,5,5,4,3,3,5,5,3,1,3,3,5,5,5,5,3,4,5,5,3,1,1
"2181",3,224681,5,5,1,3,3,3,3,4,2,3,5,3,2,3,3,3,2,4,5,5,5,4,5,4,3,1,5,4,5,1,1,4,2,2,25,1,5,4,4,2,5,4,3,3,2,20,2,13,6,1,1,42,4,4,4,4,4,4,3,5,4,5,3,4,5,5,4,5,5,5,4,5,5,5,5,3,5,5,3,1,1
"2182",1,220355,3,2,2,4,5,4,4,4,2,2,1,2,3,5,4,2,2,3,4,2,4,4,2,2,2,2,3,2,4,1,1,2,2,2,17,5,3,3,3,2,3,4,4,2,4,20,2,18,6,1,1,50,4,4,4,4,4,5,4,4,5,5,4,4,5,3,4,3,4,4,5,4,3,4,4,3,5,4,3,0,1
"2183",2,230921,4,2,3,4,5,5,4,5,2,3,4,3,2,4,4,4,4,4,4,4,5,5,3,4,5,3,5,5,4,1,1,5,1,2,10,3,4,5,4,3,3,3,5,2,3,35,1,17,1,5,4,5,5,5,3,5,5,5,5,5,5,5,4,3,3,4,4,3,4,4,4,4,3,4,4,3,4,3,3,0,1
"2184",2,226085,4,2,3,5,4,4,3,4,3,4,5,3,4,5,5,2,2,4,4,1,4,4,2,5,4,2,1,1,4,0,0,4,4,2,22,3,5,4,3,2,2,4,3,4,3,30,1,19,1,2,4,28,4,3,5,3,4,3,5,5,3,5,1,5,3,4,3,3,2,4,2,3,5,4,4,5,4,4,3,0,1
"2185",2,228583,2,3,3,5,4,2,2,4,2,3,4,3,3,3,4,2,3,3,3,2,3,4,4,3,3,3,2,3,4,1,1,4,8,2,24,1,3,4,2,3,4,3,2,1,1,25,1,16,1,5,4,18,4,5,4,5,4,4,4,4,4,5,5,3,4,4,4,3,3,5,5,4,4,4,5,4,4,4,3,1,1
"2186",1,231046,5,2,1,5,3,2,3,3,2,3,2,3,2,3,3,2,2,3,5,2,4,4,3,4,1,2,2,2,4,1,1,4,4,2,25,2,4,3,4,2,4,3,3,3,3,32,2,17,5,1,3,24,4,4,3,4,4,4,4,4,4,5,4,3,3,4,4,3,3,4,4,4,4,4,4,3,4,3,3,1,1
"2187",2,479292,3,2,1,4,3,4,3,5,1,4,5,2,3,3,4,2,3,5,5,3,5,5,4,4,4,2,3,3,4,0,0,4,2,2,18,1,2,5,3,2,5,4,3,3,2,30,1,14,1,1,2,50,4,4,3,3,4,3,4,5,2,5,5,2,2,3,3,3,4,4,4,3,3,5,3,5,4,4,3,0,1
"2188",2,472781,4,3,3,4,2,4,3,4,2,2,4,4,2,2,2,2,3,3,4,2,4,4,4,4,4,2,3,3,3,1,1,5,2,2,20,1,4,3,5,3,4,2,5,2,4,2,1,13,1,1,3,10,4,4,4,4,4,4,4,4,4,4,4,5,3,3,3,3,4,4,4,4,5,5,5,4,4,4,3,1,1
"2189",3,421437,3,3,3,3,4,4,4,4,3,4,3,3,3,4,4,3,3,3,4,3,4,4,3,4,4,3,3,3,4,1,1,5,3,2,12,1,4,4,4,2,3,4,4,4,4,30,2,13,1,1,1,40,4,4,3,3,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,3,4,4,4,4,4,4,3,0,1
"2190",2,231667,4,3,2,4,4,3,2,4,2,3,4,2,2,2,4,4,3,4,4,4,4,5,3,4,4,2,3,4,5,1,1,4,3,2,21,1,3,3,3,3,3,5,3,5,3,15,2,13,3,5,3,28,2,3,4,4,4,4,3,4,3,4,4,4,4,4,4,5,4,4,4,4,3,4,4,3,4,4,3,1,1
"2191",2,228945,3,2,2,4,4,2,2,5,1,3,4,5,1,2,3,2,3,2,4,2,3,3,4,2,1,1,2,1,4,2,1,2,2,2,16,4,1,1,2,2,5,1,1,1,1,30,1,14,1,5,4,35,5,4,5,5,4,5,5,5,5,4,3,3,4,4,5,3,3,4,4,3,5,5,5,3,4,4,3,0,1
"2192",3,422769,4,4,3,3,3,3,3,4,3,3,4,4,2,2,3,3,3,4,4,2,4,4,4,3,4,2,3,4,4,1,1,4,2,2,32,4,4,1,4,2,4,4,3,4,2,72,1,12,2,5,4,3,2,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,5,4,4,3,4,3,3,0,1
"2193",2,232761,4,2,3,4,4,4,3,4,2,4,4,2,3,3,3,2,2,4,3,3,4,4,3,4,4,3,2,2,3,0,0,4,4,2,35,2,4,3,4,1,2,3,4,3,4,15,1,19,1,1,2,8,3,3,4,4,4,4,4,4,2,4,3,3,3,4,4,4,4,4,4,4,4,2,4,5,4,4,3,0,1
"2194",2,232884,4,2,2,4,4,4,3,3,2,4,4,2,2,4,4,2,2,4,4,2,4,4,2,4,3,2,4,3,5,1,1,4,5,2,30,1,4,5,4,3,1,4,3,4,4,30,2,18,6,1,3,9,2,3,4,3,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,1,1
"2195",3,474683,5,4,1,4,2,4,4,5,1,1,5,3,1,5,4,4,5,4,4,2,5,4,4,5,5,1,2,4,4,2,1,4,11,2,15,1,5,5,4,4,5,3,4,3,1,30,2,1,6,6,3,50,4,4,3,4,4,4,3,4,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,3,4,4,3,0,1
"2196",3,232059,4,3,3,4,4,4,5,4,3,4,5,3,3,3,4,3,3,5,4,4,4,5,4,4,3,3,3,4,4,0,0,5,3,2,20,2,4,3,3,2,4,5,4,4,3,75,2,12,1,1,3,3,5,3,3,4,4,4,4,5,4,4,3,3,4,4,4,4,4,4,3,3,3,4,4,5,4,4,3,0,1
"2197",1,221083,4,2,3,4,3,4,4,4,2,3,3,3,2,3,3,3,3,4,5,3,4,4,4,4,4,2,2,3,4,1,1,4,3,2,18,2,4,4,3,2,4,4,2,2,4,60,1,14,1,5,4,50,4,3,4,4,4,3,4,4,4,4,3,3,3,4,4,4,4,4,4,4,3,3,4,3,4,4,3,0,1
"2198",1,487855,4,4,1,4,2,3,1,4,1,4,1,3,3,3,4,3,1,4,5,3,5,4,5,4,3,2,3,3,4,0,0,4,1,2,16,2,3,4,4,2,5,2,2,2,2,30,1,17,1,1,4,50,4,3,3,4,4,4,4,4,4,4,3,3,4,3,4,4,3,4,4,3,3,3,3,3,4,4,3,0,1
"2199",2,487482,4,2,3,5,4,3,2,4,1,4,4,2,2,4,4,3,2,4,4,3,5,4,4,5,2,2,3,3,4,2,1,3,4,2,20,2,5,5,4,3,3,3,4,4,4,38,2,13,1,5,4,10,3,3,3,3,4,4,4,3,2,4,4,3,4,4,4,4,4,4,4,4,3,3,4,2,4,4,3,0,1
