"animal","test.sales","sales"
"zebra",38,6264
"lion",60,9488
"monkey",71,15121
"kangaroo",25,6806
"koala",8,0
"koala",5,0
"monkey",71,15372
"elephant",5,0
"koala",2,0
"zebra",29,5560
"kangaroo",50,8680
"penguin",73,6365
"fox",6,0
"lion",55,7909
"kangaroo",54,9133
"bear",55,7387
"penguin",50,5606
"lion",47,5936
"penguin",67,4741
"monkey",49,9228
"bear",43,5533
"elephant",2,0
"zebra",36,5823
"kangaroo",72,10167
"penguin",48,5157
"lion",31,3868
"camel",60,8303
"kangaroo",54,9396
"camel",33,4792
"penguin",56,3196
"zebra",68,7797
"bear",54,5889
"rabbit",40,4001
"bear",44,5554
"koala",4,0
"rabbit",40,4505
"kangaroo",66,10993
"monkey",59,11763
"lion",32,5721
"kangaroo",64,8470
"fox",7,0
"lion",68,9646
"kangaroo",42,6577
"monkey",27,8299
"fox",9,0
"zebra",43,7059
"rabbit",50,3682
"bear",70,7925
"kangaroo",39,7073
"monkey",31,8421
"bear",35,5999
"kangaroo",73,11427
"elephant",4,0
"penguin",71,4971
"penguin",36,5187
"kangaroo",43,6431
"penguin",67,4041
"lion",55,7394
"kangaroo",49,8816
"zebra",25,3813
"fox",5,0
"kangaroo",75,11489
"koala",9,0
"lion",56,6257
"kangaroo",65,10348
"rabbit",28,4939
"bear",55,6246
"penguin",50,2021
"bear",73,8216
"fox",8,0
"monkey",61,12200
"monkey",45,8728
"camel",58,8324
"bear",58,6451
"camel",29,4732
"kangaroo",39,6936
"bear",64,8332
"lion",46,8018
"penguin",38,5101
"lion",53,8120
"penguin",66,4854
"penguin",59,3719
"rabbit",40,2656
"lion",74,9736
"bear",61,6881
"rabbit",74,5590
"monkey",62,12978
"monkey",50,10092
"penguin",33,6208
"kangaroo",39,7075
"elephant",10,0
"bear",70,6593
"bear",61,7171
"lion",40,7230
"camel",37,5522
"camel",62,8440
"bear",28,6230
"monkey",29,7523
"lion",49,9233
"kangaroo",35,8560
"zebra",54,8507
"lion",46,7454
"bear",55,6563
"penguin",67,4844
"monkey",75,16134
"lion",36,7366
"camel",37,4405
"lion",56,6587
"monkey",53,12216
"camel",33,4047
"lion",47,7746
"elephant",3,0
"bear",28,4417
"lion",25,5764
"penguin",74,4535
"lion",37,6252
"lion",52,6936
"kangaroo",51,7396
"bear",55,4807
"lion",47,6892
"lion",74,9384
"monkey",39,10196
"kangaroo",46,8272
"fox",5,0
"camel",58,6780
"penguin",66,4334
"penguin",56,4741
"penguin",42,4046
"bear",50,7417
"penguin",53,4741
"penguin",44,4430
"monkey",51,10704
"koala",10,0
"monkey",63,11756
"zebra",33,7373
"kangaroo",64,6892
"kangaroo",25,6333
"fox",7,0
"lion",62,9936
"bear",73,7201
"monkey",28,7648
"penguin",62,6185
"monkey",33,6364
"kangaroo",62,8150
"fox",1,0
"penguin",39,3666
"penguin",38,3337
"bear",48,5053
"kangaroo",69,9335
"monkey",69,14603
"lion",59,8044
"fox",3,0
"bear",55,6097
"koala",2,0
"penguin",28,2748
"monkey",43,10224
"bear",71,9174
"zebra",37,7060
"zebra",53,8945
"bear",60,6833
"elephant",9,0
"fox",10,0
"penguin",25,4772
"monkey",40,9596
"bear",39,4453
"kangaroo",41,5752
"koala",8,0
"kangaroo",35,7459
"lion",33,5934
"monkey",49,11932
"lion",51,8847
"monkey",46,10386
"zebra",37,6970
"lion",27,4743
"kangaroo",50,6943
"rabbit",53,3610
"lion",49,6112
"kangaroo",70,10409
"monkey",63,13703
"bear",46,7407
"monkey",75,14631
"koala",2,0
"penguin",39,5557
"penguin",72,4837
"penguin",31,4910
"penguin",36,4529
"penguin",39,4787
"fox",3,0
"kangaroo",62,10138
"kangaroo",70,9169
"elephant",9,0
"camel",62,8825
"elephant",5,0
"zebra",64,10594
"kangaroo",34,5734
"kangaroo",64,9564
"monkey",66,13023
"bear",47,4876
"monkey",73,13368
"zebra",36,7296
"rabbit",35,4855
"monkey",53,10966
"lion",53,4171
"kangaroo",64,8739
"kangaroo",51,8191
"lion",67,8120
"rabbit",57,4926
"zebra",46,7310
"penguin",67,4955
"fox",3,0
"kangaroo",29,6785
"penguin",27,4754
"kangaroo",50,8026
"kangaroo",48,7116
"rabbit",56,4881
"monkey",75,14242
"camel",54,7830
"lion",73,9203
"penguin",71,6050
"lion",31,5386
"penguin",28,6146
"kangaroo",72,9169
"lion",66,10066
"monkey",67,12443
"penguin",30,4066
"bear",44,6236
"penguin",70,4551
"monkey",30,7160
"fox",7,0
"penguin",46,4752
"monkey",64,14365
"koala",5,0
"bear",53,2927
"kangaroo",68,8980
"rabbit",50,4220
"kangaroo",34,6327
"penguin",29,4658
"elephant",8,0
"lion",73,10351
"rabbit",43,4319
"kangaroo",29,5863
"monkey",42,11800
"bear",65,6613
"bear",61,5488
"zebra",74,9277
"penguin",41,3636
"rabbit",37,4132
"lion",49,6152
"elephant",10,0
"kangaroo",28,5095
"monkey",35,8272
"fox",7,0
"bear",48,6002
"monkey",75,14140
"penguin",45,4835
"lion",72,9323
"fox",2,0
"bear",61,7516
"kangaroo",58,8641
"rabbit",41,3490
"penguin",65,4739
"penguin",45,2369
"lion",59,8123
"camel",40,6188
"koala",9,0
"rabbit",50,5559
"fox",5,0
"bear",26,5335
"bear",26,4994
"koala",4,0
"kangaroo",28,5007
"kangaroo",52,9145
"lion",43,6603
"bear",42,6170
"kangaroo",38,5973
"monkey",59,14748
"penguin",34,4524
"penguin",33,3529
"koala",8,0
"camel",31,6446
"camel",25,4727
"bear",34,5463
"bear",72,7008
"bear",67,6152
"bear",42,5638
"monkey",41,9209
"zebra",60,8291
"camel",70,8636
"monkey",40,10307
"kangaroo",37,8871
"rabbit",75,3545
"zebra",39,7334
"monkey",53,11628
"camel",30,6073
"monkey",40,9835
"monkey",46,10281
"bear",59,7818
"kangaroo",75,9835
"monkey",53,9432
"fox",10,0
"koala",4,0
"monkey",61,11648
"monkey",69,14636
"bear",64,6427
"lion",59,9169
"koala",2,0
"penguin",41,4133
"penguin",42,2563
"bear",61,8274
"monkey",33,7487
"kangaroo",60,10348
"lion",27,5425
"lion",32,5398
"monkey",49,11447
"kangaroo",37,6813
"zebra",45,7984
"rabbit",37,2752
"monkey",27,7058
"monkey",43,8903
"fox",2,0
"zebra",54,6601
"monkey",67,12443
"zebra",48,8100
"monkey",66,12339
"lion",44,6552
"monkey",75,13278
"kangaroo",25,4957
"monkey",64,14471
"rabbit",39,5709
"penguin",67,3881
"koala",9,0
"monkey",73,13560
"penguin",55,3324
"kangaroo",36,8182
"penguin",65,3499
"koala",10,0
"monkey",57,13433
"bear",67,6396
"monkey",53,11461
"lion",73,7345
"lion",72,8890
"elephant",4,0
"zebra",63,7434
"monkey",48,10565
"koala",1,0
"lion",30,4504
"bear",27,6249
"penguin",38,3723
"penguin",49,6462
"penguin",42,4237
"bear",48,4797
"kangaroo",45,6745
"koala",6,0
"rabbit",31,5093
"penguin",28,3648
"kangaroo",45,8223
"penguin",40,4662
"penguin",70,4878
"penguin",54,4626
"lion",62,9248
"fox",8,0
"bear",49,6463
"lion",36,6326
"bear",50,6005
"penguin",75,5693
"bear",36,5701
"koala",8,0
"monkey",53,12123
"zebra",27,5005
"camel",27,6562
"monkey",25,8422
"camel",68,7500
"penguin",75,6688
"bear",28,3193
"lion",39,6449
"penguin",40,3975
"penguin",30,3461
"camel",72,9176
"monkey",75,14027
"camel",70,8740
"lion",35,5723
"bear",44,4720
"lion",75,9444
"monkey",33,8544
"monkey",28,8294
"kangaroo",38,7276
"penguin",45,2938
"kangaroo",27,7077
"penguin",52,4044
"bear",56,5763
"elephant",5,0
"rabbit",56,4644
"lion",57,8575
"bear",56,5709
"penguin",51,4628
"kangaroo",34,6160
"penguin",50,6129
"penguin",41,4820
"bear",43,4647
"koala",4,0
"monkey",52,11860
"bear",36,3551
"monkey",39,9289
"kangaroo",73,10261
"lion",30,4568
"monkey",27,5516
"penguin",55,4270
"lion",69,9794
"zebra",40,7128
"bear",32,4389
"bear",51,6915
"rabbit",37,2791
"zebra",71,9284
"penguin",46,6907
"monkey",44,6686
"bear",27,4088
"penguin",39,4927
"bear",75,8723
"lion",55,5795
"kangaroo",31,4912
"penguin",30,3297
"lion",64,8300
"fox",8,0
"kangaroo",69,10126
"bear",28,5651
"penguin",31,5768
"zebra",63,7902
"lion",69,8272
"lion",44,7727
"monkey",38,9220
"monkey",71,12811
"kangaroo",51,8760
"bear",59,5949
"koala",6,0
"bear",70,6093
"monkey",47,10090
"fox",5,0
"koala",1,0
"kangaroo",66,10170
"lion",52,6045
"fox",2,0
"bear",39,6453
"penguin",74,6796
"kangaroo",35,6538
"monkey",43,11197
"kangaroo",60,9470
"zebra",41,6176
"monkey",48,11585
"koala",10,0
"monkey",54,10825
"monkey",36,8022
"penguin",65,5692
"monkey",37,8582
"rabbit",37,5131
"bear",70,8314
"monkey",41,8314
"kangaroo",58,11136
"monkey",63,10958
"penguin",28,4684
"bear",37,4608
"lion",44,5782
"monkey",46,12038
"kangaroo",54,7692
"monkey",45,9261
"rabbit",49,2124
"zebra",51,7421
"penguin",32,3077
"lion",40,8643
"lion",42,6101
"lion",64,7074
"penguin",57,2555
"kangaroo",30,5592
"rabbit",51,4833
"monkey",71,12411
"bear",60,7172
"lion",31,4840
"bear",59,8925
"monkey",30,8056
"zebra",67,8706
"camel",59,6068
"monkey",66,12911
"kangaroo",66,9260
"bear",41,6110
"monkey",59,11845
"kangaroo",68,9291
"bear",67,6062
"penguin",73,4963
"penguin",29,3735
"bear",69,7342
"lion",68,8906
"lion",73,8646
"kangaroo",26,4834
"koala",8,0
"bear",30,3064
"lion",35,7196
"bear",32,2727
"zebra",30,5676
"monkey",74,13806
"penguin",27,5792
"kangaroo",30,4468
"penguin",44,4866
"penguin",51,6510
"bear",74,7650
"penguin",55,6753
"kangaroo",57,7969
"monkey",64,15044
"kangaroo",72,11385
"monkey",63,13410
"lion",57,8250
"monkey",50,11324
"penguin",57,5027
"elephant",9,0
"bear",65,7404
"kangaroo",34,5359
"lion",53,6531
"penguin",34,3278
"camel",56,7617
"penguin",40,3701
"camel",58,6152
"kangaroo",61,11512
"monkey",36,8432
"penguin",57,2908
"monkey",48,9966
"zebra",48,5760
"penguin",44,3589
"kangaroo",30,7326
"kangaroo",57,9915
"monkey",57,12681
"penguin",46,4245
"lion",36,6186
"fox",8,0
"bear",36,5321
"lion",38,6505
"penguin",50,4568
"bear",66,6767
"lion",60,7905
"penguin",42,3400
"lion",29,6598
"kangaroo",29,6601
"zebra",32,5655
"penguin",25,3795
"bear",51,5747
"rabbit",55,4905
"bear",52,6087
"lion",26,5893
"monkey",46,11581
"monkey",54,10512
"penguin",48,4186
"rabbit",66,6021
"kangaroo",50,8788
"lion",27,6335
"koala",3,0
"bear",75,6190
"penguin",30,3811
"lion",70,8311
"camel",55,6464
"monkey",37,8209
"bear",37,4976
"monkey",52,9765
"kangaroo",63,10559
"lion",33,5480
"bear",48,6300
"kangaroo",25,5930
"monkey",46,9120
"kangaroo",39,5476
"kangaroo",53,7627
"bear",35,6697
"kangaroo",64,9492
"bear",68,6292
"bear",64,5764
"kangaroo",58,8924
"rabbit",53,3624
"zebra",54,8210
"monkey",57,12578
"penguin",69,6409
"kangaroo",73,9440
"rabbit",70,4654
"bear",61,6570
"kangaroo",72,9677
"elephant",3,0
"koala",3,0
"kangaroo",73,11084
"kangaroo",40,6466
"kangaroo",39,6948
"penguin",32,4052
"monkey",38,8998
"bear",56,5712
"camel",35,5931
"bear",53,7776
"penguin",60,3897
"lion",65,6045
"bear",29,5027
"kangaroo",38,6287
"lion",62,7300
"kangaroo",67,7941
"kangaroo",48,7827
"bear",69,8125
"kangaroo",54,8235
"monkey",69,14416
"camel",54,8041
"elephant",2,0
"penguin",43,4627
"bear",71,7719
"bear",73,8666
"rabbit",42,4673
"monkey",32,9137
"monkey",27,8112
"monkey",62,10856
"rabbit",75,2245
"lion",31,6302
"fox",9,0
"zebra",46,5472
"lion",70,8876
"kangaroo",28,4673
"penguin",65,5719
"fox",8,0
"bear",68,8671
"zebra",64,9645
"lion",53,6911
"kangaroo",27,5730
"bear",29,4431
"kangaroo",27,6493
"elephant",2,0
"lion",60,7858
"rabbit",65,5497
"monkey",55,11603
"penguin",41,3840
"rabbit",65,2690
"lion",63,8968
"camel",48,6301
"kangaroo",63,8463
"monkey",73,16056
"bear",41,4664
"lion",61,9444
"koala",7,0
"koala",2,0
"bear",39,4129
"kangaroo",65,10234
"kangaroo",70,9026
"koala",3,0
"penguin",27,4741
"lion",72,7704
"penguin",60,4511
"bear",37,5883
"bear",61,6817
"penguin",65,6821
"rabbit",70,5515
"penguin",68,3966
"lion",60,6894
"kangaroo",38,7643
"bear",56,5800
"kangaroo",65,8922
"camel",72,7894
"bear",26,5230
"monkey",34,6378
"camel",54,8716
"monkey",68,12114
"kangaroo",62,7559
"penguin",65,4302
"zebra",68,10562
"lion",39,6941
"kangaroo",50,7713
"monkey",71,14476
"kangaroo",34,6330
"camel",65,8847
"monkey",41,8733
"rabbit",31,3312
"kangaroo",26,7606
"zebra",28,6685
"monkey",36,9091
"lion",57,9494
"koala",10,0
"penguin",34,4541
"lion",50,6515
"monkey",73,15458
"penguin",48,3707
"lion",46,5650
"fox",6,0
"bear",29,4459
"kangaroo",44,7182
"penguin",35,4666
"penguin",40,4234
"elephant",6,0
"bear",25,6492
"penguin",45,3904
"monkey",68,13233
"kangaroo",65,9506
"kangaroo",54,8846
"rabbit",49,5673
"camel",36,5764
"zebra",69,9326
"kangaroo",49,7850
"penguin",70,5057
"lion",72,9785
"lion",30,6802
"kangaroo",42,7315
"lion",72,8873
"lion",25,4743
"bear",32,5084
"lion",30,5149
"kangaroo",73,11100
"monkey",50,11177
"kangaroo",44,7392
"bear",53,7070
"penguin",64,5452
"rabbit",58,2492
"lion",50,7766
"rabbit",45,4493
"lion",46,5262
"kangaroo",25,3845
"monkey",75,13531
"zebra",27,4438
"monkey",51,10926
"elephant",9,0
"monkey",37,10820
"lion",56,8587
"penguin",50,4919
"kangaroo",45,8339
"monkey",44,6395
"monkey",37,8758
"kangaroo",37,7517
"bear",62,7364
"monkey",59,12595
"lion",56,7282
"penguin",31,2898
"kangaroo",28,6600
"lion",42,5864
"zebra",57,7536
"camel",28,4375
"kangaroo",47,6680
"bear",59,7417
"fox",8,0
"bear",55,4222
"lion",74,8507
"lion",35,6782
"bear",63,6763
"monkey",38,8178
"penguin",63,3449
"penguin",32,2924
"kangaroo",46,8325
"lion",42,4436
"kangaroo",32,5916
"bear",30,4267
"bear",47,7044
"lion",63,6571
"bear",54,6415
"kangaroo",49,8174
"monkey",40,10003
"kangaroo",51,5823
"monkey",46,8337
"kangaroo",48,7554
"bear",32,5432
"monkey",52,11063
"monkey",45,8927
"penguin",38,4842
"kangaroo",40,6858
"lion",27,4118
"bear",62,8246
"koala",3,0
"lion",68,9562
"kangaroo",60,8177
"lion",36,5337
"bear",52,7295
"kangaroo",29,7325
"bear",55,5607
"monkey",56,11737
"monkey",50,11016
"koala",8,0
"lion",39,6306
"koala",2,0
"bear",67,7962
"lion",67,9231
"bear",41,4555
"rabbit",36,4585
"monkey",50,10577
"bear",35,5521
"camel",48,7948
"monkey",71,15372
"fox",1,0
"monkey",66,13176
"monkey",29,6784
"penguin",44,2837
"bear",57,5352
"rabbit",63,4197
"penguin",70,5426
"bear",73,6140
"lion",70,7952
"penguin",59,5316
"lion",51,4565
"fox",9,0
"monkey",37,7693
"penguin",31,3909
"zebra",57,5869
"fox",6,0
"bear",42,6458
"koala",2,0
"lion",59,8228
"elephant",6,0
"lion",51,7384
"bear",43,6477
"lion",50,7104
"monkey",32,8091
"monkey",67,11662
"kangaroo",46,6668
"penguin",70,3682
"camel",74,7970
"monkey",48,10536
"penguin",57,6198
"bear",47,7511
"lion",27,3364
"elephant",5,0
"kangaroo",38,7026
"penguin",51,3570
"kangaroo",26,5019
"monkey",45,11028
"kangaroo",39,6598
"camel",72,8291
"kangaroo",41,7834
"bear",36,6041
"camel",70,9216
"lion",55,6273
"penguin",31,5015
"monkey",55,9601
"monkey",29,6520
"rabbit",65,4709
"rabbit",64,4978
"monkey",63,15180
"fox",5,0
"rabbit",37,4272
"kangaroo",58,7694
"monkey",26,7078
"elephant",8,0
"monkey",68,13338
"elephant",5,0
"monkey",25,4916
"elephant",8,0
"bear",62,6343
"lion",73,6790
"monkey",67,13325
"koala",2,0
"fox",1,0
"penguin",75,6311
"bear",35,4118
"kangaroo",37,6663
"penguin",60,4127
"lion",63,8245
"zebra",63,8003
"camel",38,7714
"elephant",1,0
"bear",30,5867
"kangaroo",32,5715
"penguin",43,5396
"lion",40,6592
"lion",45,6196
"bear",66,7119
"bear",30,4654
"monkey",50,9876
"monkey",67,13156
"kangaroo",70,10477
"lion",44,6209
"penguin",67,3776
"bear",39,3704
"bear",71,6666
"kangaroo",67,10720
"monkey",43,9752
"monkey",69,12289
"zebra",53,7774
"zebra",27,5314
"monkey",66,13929
"monkey",49,11081
"penguin",61,8507
"lion",49,5695
"lion",25,4932
"koala",8,0
"bear",60,6011
"zebra",43,7937
"penguin",44,4603
"penguin",61,4495
"monkey",51,8959
"monkey",52,10970
"lion",43,6154
"lion",65,8420
"monkey",46,9567
"koala",9,0
"bear",64,7791
"lion",74,9066
"kangaroo",25,6625
"kangaroo",28,5282
"koala",8,0
"penguin",63,4665
"lion",64,7445
"bear",43,4642
"koala",4,0
"monkey",71,13217
"penguin",29,3758
"penguin",26,4813
"monkey",73,14485
"monkey",39,10930
"lion",59,7946
"rabbit",35,4577
"kangaroo",71,11491
"kangaroo",31,3874
"bear",31,6604
"kangaroo",71,11636
"kangaroo",42,5756
"camel",34,7071
"lion",56,7066
"monkey",55,9074
"monkey",74,15468
"monkey",37,7956
"lion",40,6590
"penguin",55,4762
"koala",9,0
"monkey",67,14042
"penguin",56,5205
"penguin",53,5331
"lion",51,8514
"zebra",38,6475
"lion",64,9511
"lion",43,5655
"lion",33,4981
"bear",71,6755
"penguin",46,4512
"camel",64,8950
"lion",39,7386
"bear",40,8658
"camel",26,4584
"monkey",56,12122
"lion",69,8232
"koala",5,0
"lion",58,5810
"penguin",35,3494
"elephant",2,0
"rabbit",45,5604
"bear",63,6088
"lion",65,7507
"bear",39,3838
"lion",50,8346
"lion",68,7913
"penguin",31,4828
"monkey",33,10085
"penguin",48,3674
"monkey",65,13043
"elephant",7,0
"rabbit",38,4078
"monkey",73,13886
"bear",31,3966
"penguin",75,6265
"kangaroo",69,8971
"penguin",29,3749
"rabbit",40,4669
"kangaroo",70,10089
"lion",34,4745
"lion",49,6959
"monkey",73,14410
"monkey",71,15241
"elephant",5,0
"monkey",51,12184
"lion",51,8064
"penguin",65,5947
"camel",26,4978
"monkey",29,8944
"kangaroo",26,5636
"kangaroo",63,9346
"monkey",57,11267
"bear",41,5788
"kangaroo",25,4851
"kangaroo",68,11000
"bear",50,6422
"bear",56,5789
"fox",5,0
"penguin",34,4631
"rabbit",42,6597
"penguin",34,5093
"kangaroo",37,6813
"lion",33,6346
"penguin",32,3931
"fox",2,0
"bear",36,5402
"fox",7,0
"fox",1,0
"bear",43,6712
"monkey",58,12249
"rabbit",49,3145
"koala",6,0
"rabbit",35,5081
"rabbit",71,3768
"fox",2,0
"monkey",67,14723
"fox",3,0
"kangaroo",29,5668
"lion",36,4821
"monkey",42,10667
"lion",66,6858
"penguin",30,2275
"kangaroo",38,8495
"penguin",27,4822
"fox",9,0
"bear",40,4156
"monkey",26,6184
"elephant",10,0
"kangaroo",64,9698
"penguin",30,4385
"penguin",73,5740
"camel",37,5987
"elephant",7,0
"camel",44,5697
"lion",53,7343
"rabbit",27,1909
"monkey",63,11816
"camel",71,7044
"lion",50,5929
"kangaroo",51,9175
"lion",27,5434
"lion",75,9362
"zebra",43,6412
"bear",74,6931
"camel",43,6369
"kangaroo",72,10610
"rabbit",60,3664
"rabbit",54,5387
"monkey",30,6230
"monkey",50,10625
"bear",25,4048
"penguin",36,4831
"elephant",9,0
"bear",65,6785
"elephant",1,0
"elephant",9,0
"lion",57,8367
"lion",51,5504
"lion",35,4046
"koala",10,0
"monkey",69,13632
"bear",66,5999
"lion",62,7069
"penguin",72,6891
"kangaroo",33,7597
"bear",42,5193
"elephant",3,0
"koala",6,0
"bear",60,6589
"monkey",45,8141
"lion",61,9235
"bear",29,3607
"fox",10,0
"bear",45,7963
"penguin",48,6024
"penguin",27,2193
"zebra",46,8154
"kangaroo",26,5660
"fox",3,0
"penguin",58,6255
"koala",3,0
"kangaroo",29,5852
"rabbit",43,3138
"bear",25,5116
"kangaroo",63,10986
"bear",31,4332
"lion",50,6037
"zebra",50,7958
"kangaroo",47,7727
"monkey",59,12132
"fox",8,0
"lion",63,7374
"koala",8,0
"kangaroo",59,8410
"bear",45,5338
"bear",32,4921
"lion",52,6856
"lion",68,7547
"monkey",52,12733
"rabbit",42,3291
"lion",64,6425
"bear",48,5159
"bear",72,9116
"lion",37,6580
"fox",5,0
"monkey",70,12959
"penguin",58,3904
"kangaroo",48,8303
"bear",44,5797
"bear",72,8378
"zebra",66,7976
"rabbit",73,4247
"monkey",40,7837
"kangaroo",61,9240
"bear",25,5784
"camel",40,5024
"bear",34,4537
"fox",10,0
"monkey",53,10346
"elephant",5,0
"monkey",47,10600
"rabbit",75,5051
"rabbit",43,3247
"penguin",48,4870
"camel",73,9428
"lion",25,6638
"kangaroo",75,11081
"zebra",43,7105
"rabbit",75,4699
"penguin",75,6019
"lion",55,7857
"monkey",30,7686
"monkey",27,7557
"zebra",41,8153
"lion",56,6417
"rabbit",68,3514
"bear",35,6330
"lion",51,6299
"kangaroo",73,10291
"kangaroo",62,9822
"kangaroo",47,8770
"monkey",48,9987
"rabbit",74,3965
"kangaroo",68,10265
"monkey",29,7792
"monkey",26,7192
"zebra",53,9506
"fox",4,0
"rabbit",59,4972
"penguin",55,4297
"monkey",56,10712
"kangaroo",75,10155
"bear",26,3554
"monkey",37,8905
"monkey",44,8677
"lion",50,7210
"penguin",46,5532
"camel",63,6614
"kangaroo",64,8819
"kangaroo",58,8161
"penguin",50,4687
"camel",54,7299
"lion",29,6578
"bear",42,6374
"kangaroo",63,9517
"zebra",63,10143
"penguin",49,5210
"bear",32,4381
"penguin",70,6843
"fox",1,0
"penguin",59,4424
"bear",26,3484
"kangaroo",47,7791
"zebra",38,6375
"lion",46,7198
"monkey",57,10426
"lion",39,6113
"monkey",54,12694
"monkey",52,12518
"bear",65,6872
"lion",43,8249
"camel",48,6220
"koala",5,0
"bear",50,8401
"bear",27,4268
"bear",57,7325
"monkey",55,10378
"kangaroo",38,6633
"penguin",60,5898
"lion",65,9028
"monkey",40,10333
"kangaroo",31,6128
"penguin",31,5606
"kangaroo",36,8069
"monkey",67,15305
"lion",63,9665
"rabbit",53,2944
"monkey",60,13440
"bear",64,6272
"penguin",55,4978
"penguin",67,7154
"bear",37,4747
"kangaroo",27,5869
"monkey",39,8696
"bear",50,6272
"lion",59,7149
"lion",61,7392
"bear",43,6604
"lion",41,6075
"monkey",25,8099
"bear",67,6845
"lion",39,6303
"penguin",37,4214
"bear",38,3647
"kangaroo",57,9135
"lion",31,5520
"kangaroo",50,8053
"lion",46,7491
"kangaroo",51,8645
"fox",7,0
"rabbit",75,4661
"rabbit",25,4710
"bear",36,7272
"bear",65,7312
"lion",72,7869
"elephant",9,0
"monkey",45,9295
"monkey",25,6173
"kangaroo",59,9196
"koala",3,0
"monkey",52,11097
"kangaroo",37,8283
"lion",44,6145
"bear",31,4004
"kangaroo",48,8215
"lion",32,5642
"camel",25,4968
"penguin",35,4168
"kangaroo",38,6932
"penguin",32,4045
"penguin",52,3239
"kangaroo",69,10163
"kangaroo",31,6492
"bear",29,5101
"kangaroo",60,8255
"penguin",39,5833
"lion",68,8871
"zebra",37,7756
"monkey",52,10740
"elephant",2,0
"camel",52,8161
"rabbit",47,3832
"monkey",47,9867
"lion",52,6857
"kangaroo",49,8203
"zebra",63,7566
"zebra",57,9008
"monkey",69,13922
"lion",69,9097
"bear",65,7748
"penguin",60,5400
"penguin",45,3683
"penguin",48,4513
"penguin",71,5706
"fox",5,0
"lion",60,8364
"kangaroo",29,6503
"lion",53,6765
"lion",56,8071
"rabbit",30,4013
"bear",39,4331
"penguin",26,4535
"kangaroo",42,7316
"lion",31,6747
"fox",5,0
"zebra",48,8138
"camel",69,7759
"penguin",31,3206
"kangaroo",39,6801
"lion",64,8609
"monkey",36,8851
"penguin",51,7312
"penguin",71,6702
"rabbit",31,5312
"bear",49,6200
"bear",26,4102
"bear",37,5953
"kangaroo",39,8768
"penguin",32,5611
"elephant",4,0
"kangaroo",59,11856
"monkey",64,13270
"kangaroo",45,6458
"camel",54,7418
"lion",27,3596
"bear",61,7092
"bear",70,8303
"kangaroo",53,9277
"zebra",39,6072
"zebra",26,5955
"bear",34,3813
"bear",28,5347
"zebra",55,6552
"kangaroo",47,8297
"bear",74,6010
"lion",25,6177
"bear",59,4298
"penguin",26,4737
"monkey",65,15463
"kangaroo",37,8718
"bear",53,7597
"lion",32,6169
"bear",63,6498
"bear",30,5199
"rabbit",40,4576
"monkey",30,7917
"kangaroo",38,7550
"camel",70,8045
"penguin",35,4028
"kangaroo",50,8227
"elephant",8,0
"kangaroo",64,10956
"lion",63,7199
"monkey",45,10743
"lion",64,10166
"rabbit",30,4341
"monkey",64,12966
"monkey",40,9278
"penguin",74,6436
"kangaroo",59,9995
"penguin",30,5081
"kangaroo",39,6291
"lion",40,7485
"zebra",69,9891
"penguin",42,3169
"rabbit",40,1494
"lion",25,5578
"kangaroo",31,4681
"bear",36,5833
"kangaroo",39,6956
"bear",30,4555
"bear",43,5091
"penguin",37,2466
"lion",35,5670
"koala",2,0
"monkey",43,9611
"lion",39,5828
"kangaroo",35,6161
"zebra",58,7268
"kangaroo",51,6908
"koala",6,0
"penguin",41,5044
"penguin",51,4387
"penguin",62,5028
"penguin",57,5938
"penguin",47,4675
"monkey",62,12984
"lion",64,7984
"monkey",72,15169
"camel",60,7886
"lion",72,10333
"elephant",6,0
"monkey",70,13328
"fox",6,0
"monkey",54,10972
"kangaroo",36,7109
"rabbit",72,3393
"rabbit",38,5633
"penguin",43,5216
"elephant",2,0
"penguin",74,4766
"bear",41,3739
"bear",73,6853
"lion",53,6638
"monkey",47,10449
"bear",71,7915
"kangaroo",70,11900
"penguin",39,5326
"bear",64,8176
"kangaroo",48,6752
"monkey",67,14670
"bear",71,8526
"penguin",59,3937
"kangaroo",57,8157
"bear",45,6677
"monkey",32,8395
"lion",67,7991
"kangaroo",73,10970
"penguin",49,6929
"monkey",60,12261
"lion",47,5240
"lion",47,5764
"kangaroo",74,10467
"lion",55,7660
"kangaroo",62,9836
"monkey",50,9998
"monkey",35,8244
"penguin",64,4846
"penguin",54,4791
"penguin",51,5874
"penguin",50,6127
"camel",47,5140
"zebra",66,9376
"bear",67,8427
"rabbit",45,2892
"monkey",47,11370
"zebra",52,6487
"penguin",35,1952
"penguin",36,3707
"penguin",36,4740
"zebra",42,7630
"bear",48,6590
"lion",46,5164
"lion",55,6723
"bear",34,3356
"kangaroo",66,10130
"lion",44,5808
"lion",36,4445
"lion",64,9807
"penguin",75,4708
"lion",61,8287
"lion",31,6774
"kangaroo",27,6177
"monkey",45,9078
"bear",37,3726
"camel",55,6399
"camel",61,7764
"kangaroo",45,7089
"lion",45,8151
"lion",71,9146
"bear",42,6929
"zebra",46,7900
"zebra",26,6093
"elephant",5,0
"bear",65,7649
"camel",47,5159
"penguin",38,4471
"koala",10,0
"elephant",9,0
"kangaroo",44,8571
"lion",35,6261
"lion",63,7825
"monkey",40,8845
"lion",69,9789
"rabbit",47,2841
"lion",35,6721
"lion",36,4932
"camel",57,8465
