ID,Program.Code,From.Grade,To.Grade,Group.State,Is.Non.Annual.,Days,Travel.Type,Departure.Date,Return.Date,Deposit.Date,Special.Pay,Tuition,FRP.Active,FRP.Cancelled,FRP.Take.up.percent.,Early.RPL,Latest.RPL,Cancelled.Pax,Total.Discount.Pax,Initial.System.Date,Poverty.Code,Region,CRM.Segment,School.Type,Parent.Meeting.Flag,MDR.Low.Grade,MDR.High.Grade,Total.School.Enrollment,Income.Level,EZ.Pay.Take.Up.Rate,School.Sponsor,SPR.Product.Type,SPR.New.Existing,FPP,Total.Pax,SPR.Group.Revenue,NumberOfMeetingswithParents,FirstMeeting,LastMeeting,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,SchoolGradeTypeLow,SchoolGradeTypeHigh,SchoolGradeType,DepartureMonth,GroupGradeTypeLow,GroupGradeTypeHigh,GroupGradeType,MajorProgramCode,SingleGradeTripFlag,FPP.to.School.enrollment,FPP.to.PAX,Num.of.Non_FPP.PAX,SchoolSizeIndicator,Retained.in.2012.
2065,HD,5,6,TX,0,3,A,40708,40710,40503,NA,1356,7,4,0.7,40256,40256,5,2,40255,C,Dallas,10,PUBLIC,1,6,8,332,C,0,0,East Coast,NEW,10,12,1356,2,40269,40437,439,271,Elementary,Middle,Elementary->Middle,June,Middle,Middle,Middle->Middle,H,0,0.030120482,0.833333333,2,S,0
2066,HD,NA,NA,MA,0,3,A,40708,40710,40481,SA,782,0,0,0,NA,NA,4,4,40306,,Other,10,Private non-Christian,0,4,8,300,Q,0,0,East Coast,EXISTING,40,44,782,0,NA,NA,NA,NA,Undefined,Undefined,Undefined->Undefined,June,Elementary,Middle,Elementary->Middle,H,0,0.133333333,0.909090909,4,S,1
2067,HD,5,6,TX,0,3,A,40708,40710,40501,NA,1459,5,0,1,NA,40463,1,1,40460,B,Dallas,4,PUBLIC,1,PK,6,618,N,0.4,0,East Coast,NEW,5,6,1459,1,40484,40484,224,224,Elementary,Middle,Elementary->Middle,June,PK,Middle,PK->Middle,H,0,0.008090615,0.833333333,1,M-L,0
2068,HD,8,8,WI,0,4,A,40708,40711,40501,NA,1284,37,7,0.74,40263,40415,9,4,40240,B,Other,10,PUBLIC,1,7,8,525,M,0.3,0,East Coast,EXISTING,50,54,1284,1,40437,40437,271,271,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.095238095,0.925925926,4,S-M,1
2069,HD,8,8,IA,0,4,A,40708,40711,40473,NA,1596,10,5,0.833,40204,40410,5,2,40205,A,Other,5,PUBLIC,0,7,8,630,Q,0.667,0,East Coast,EXISTING,12,14,1596,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.019047619,0.857142857,2,M-L,1
2070,HD,8,8,OH,0,4,B,40708,40711,40513,NA,779,19,4,0.792,40301,40466,6,3,40301,A,Other,10,PUBLIC,1,7,8,400,O,0.208,0,East Coast,EXISTING,24,27,779,1,40464,40464,244,244,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.06,0.888888889,3,S-M,1
2071,ST,7,8,TX,0,4,A,40708,40711,40482,NA,1559,11,1,0.786,40238,40416,3,1,40238,C,Dallas,7,PUBLIC,1,7,9,1403,F,0.571,0,Science,NEW,14,15,1559,1,40435,40435,273,273,Middle,Middle,Middle->Middle,June,Middle,High,Middle->High,S,0,0.009978617,0.933333333,1,L,1
2072,HD,8,8,TX,0,4,A,40708,40711,40466,NA,1521,27,5,0.818,40217,40442,4,2,40214,C,Houston,1,PUBLIC,1,6,8,850,D,0.182,0,East Coast,EXISTING,33,35,1521,1,40449,40449,259,259,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.038823529,0.942857143,2,L,1
2073,HD,7,8,TX,0,4,A,40708,40711,40452,NA,1634,4,4,0.571,40262,40406,7,1,40257,B,Houston,10,PUBLIC,1,7,8,661,L,0.143,0,East Coast,EXISTING,7,8,1634,1,40442,40442,266,266,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.010590015,0.875,1,M-L,1
2074,HD,8,8,IL,0,4,A,40708,40711,40482,NA,1487,10,1,0.625,40245,40434,1,2,40243,A,Other,10,PUBLIC,1,5,8,356,O,0.063,0,East Coast,EXISTING,16,18,1487,1,40449,40449,259,259,Middle,Middle,Middle->Middle,June,Elementary,Middle,Elementary->Middle,H,1,0.04494382,0.888888889,2,S-M,1
2075,HD,8,8,WI,0,4,A,40708,40711,40487,NA,1248,25,0,0.556,NA,40448,1,6,40319,B,Other,10,PUBLIC,0,6,8,487,I,0.156,0,East Coast,EXISTING,45,51,1248,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.092402464,0.882352941,6,S-M,1
2076,HD,NA,NA,TX,0,4,A,40708,40711,40466,NA,1806,3,5,1,40242,40242,5,1,40242,C,Dallas,10,PUBLIC,1,PK,12,470,F,0,0,East Coast,NEW,3,4,1806,2,40309,40421,399,287,Undefined,Undefined,Undefined->Undefined,June,PK,High,PK->High,H,0,0.006382979,0.75,1,S-M,0
2077,HD,8,8,WI,0,4,A,40708,40711,40513,NA,1248,24,1,0.649,NA,40399,1,4,40354,B,Other,10,PUBLIC,1,6,8,493,I,0.162,0,East Coast,EXISTING,37,41,1248,1,40451,40451,257,257,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.07505071,0.902439024,4,S-M,1
2078,HD,8,8,WI,0,4,A,40708,40711,40466,NA,1448,16,3,0.842,40261,40402,4,2,40256,B,Other,10,PUBLIC,1,6,8,682,J,0.158,0,East Coast,EXISTING,19,21,1448,2,40296,40442,412,266,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.027859238,0.904761905,2,M-L,1
2079,HD,8,9,IA,0,4,A,40708,40711,40483,NA,1511,10,0,0.909,40295,40437,0,1,40292,A,Other,10,PUBLIC,1,K,12,620,N,0.546,0,East Coast,NEW,11,12,1511,1,40323,40323,385,385,Middle,High,Middle->High,June,K,High,K->High,H,0,0.017741935,0.916666667,1,M-L,0
2080,HD,6,8,TX,0,4,A,40708,40711,40452,NA,1599,3,4,0.6,40284,40394,4,2,40283,B,Dallas,10,PUBLIC,1,K,8,480,F,0.6,0,East Coast,EXISTING,5,7,1599,2,40309,40435,399,273,Middle,Middle,Middle->Middle,June,K,Middle,K->Middle,H,0,0.010416667,0.714285714,2,S-M,1
2081,HD,7,8,TX,1,4,A,40708,40711,40466,NA,1623,11,3,0.917,40311,40311,4,2,40311,C,Dallas,10,PUBLIC,1,5,8,405,C,0.25,0,East Coast,NEW,12,14,1623,1,40449,40449,259,259,Middle,Middle,Middle->Middle,June,Elementary,Middle,Elementary->Middle,H,0,0.02962963,0.857142857,2,S-M,0
2082,HD,6,8,TX,0,4,A,40708,40711,40459,NA,1671,20,3,0.714,40284,40402,3,3,40282,C,Houston,5,PUBLIC,1,6,8,1470,O,0.214,0,East Coast,NEW,28,31,1671,2,40324,40435,384,273,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.019047619,0.903225806,3,L,1
2083,HD,7,8,FL,0,4,A,40708,40711,40452,NA,1432,9,8,0.75,40232,40415,9,1,40232,C,Other,10,PUBLIC,1,6,8,904,L,0,0,East Coast,EXISTING,12,13,1432,2,40449,40451,259,257,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.013274336,0.923076923,1,L,0
2084,HD,7,8,WA,0,4,A,40708,40711,40480,NA,1786,8,0,0.667,NA,40406,0,1,40240,B,Pacific Northwest,5,PUBLIC,1,6,8,483,B,0.333,0,East Coast,EXISTING,12,13,1786,1,40428,40428,280,280,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.02484472,0.923076923,1,S-M,1
2085,HN,9,11,TX,0,4,A,40708,40711,40497,NA,1999,20,0,0.714,NA,40437,0,2,40429,A,Dallas,8,PUBLIC,1,9,12,3000,Q,0.214,0,East Coast,NEW,28,30,1999,1,40456,40456,252,252,High,High,High->High,June,High,High,High->High,H,0,0.009333333,0.933333333,2,L,0
2086,HD,8,8,OH,0,4,B,40708,40711,40513,NA,779,3,0,1,40301,40466,1,0,40301,A,Other,10,PUBLIC,1,7,8,335,O,0,0,East Coast,EXISTING,3,3,779,1,40464,40464,244,244,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.008955224,1,0,S,0
2087,HD,8,8,OH,0,4,B,40708,40711,40513,NA,779,1,6,0.25,40301,40466,0,0,40301,A,Other,5,PUBLIC,1,7,8,175,O,1.75,0,East Coast,EXISTING,4,4,779,1,40464,40464,244,244,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.022857143,1,0,S,0
2088,HD,8,8,OH,0,4,B,40708,40711,40513,NA,779,12,1,0.5,40301,40466,2,3,40301,A,Other,10,PUBLIC,1,7,8,348,N,0.292,0,East Coast,EXISTING,24,27,779,1,40464,40464,244,244,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.068965517,0.888888889,3,S-M,0
2089,HD,7,8,MN,1,4,A,40708,40711,40475,FR,1499,13,1,0.542,40247,40413,3,1,40200,B,Other,10,PUBLIC,1,4,7,430,H,0.292,0,East Coast,EXISTING,24,25,1499,2,40260,40434,448,274,Middle,Middle,Middle->Middle,June,Elementary,Middle,Elementary->Middle,H,0,0.055813953,0.96,1,S-M,0
2090,HD,8,8,IA,0,4,A,40708,40711,40473,NA,1596,36,7,0.75,40207,40411,7,3,40208,A,Other,10,PUBLIC,1,7,8,750,M,0.479,0,East Coast,EXISTING,48,51,1596,1,40422,40422,286,286,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.064,0.941176471,3,M-L,1
2091,HD,8,8,MI,0,4,A,40708,40711,40480,NA,1318,8,0,0.571,40247,40413,1,1,40246,B,Other,10,PUBLIC,1,6,8,620,L,0.786,0,East Coast,NEW,14,15,1318,2,40309,40470,399,238,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.022580645,0.933333333,1,M-L,0
2092,HD,8,8,TX,0,4,A,40708,40711,40480,NA,1600,13,3,1,40290,40435,5,1,40288,C,Dallas,10,PUBLIC,1,7,8,693,L,0.154,0,East Coast,NEW,13,14,1600,2,40318,40437,390,271,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.018759019,0.928571429,1,M-L,0
2093,HN,9,12,TX,0,4,A,40708,40711,40497,NA,2074,7,3,0.875,NA,40437,2,1,40429,B,Dallas,8,PUBLIC,1,9,12,890,L,0.25,0,East Coast,NEW,8,9,2074,1,40448,40448,260,260,High,High,High->High,June,High,High,High->High,H,0,0.008988764,0.888888889,1,L,0
2094,HN,9,12,TX,1,4,A,40708,40711,40459,NA,2184,9,0,0.9,40269,40422,1,1,40269,B,Houston,8,PUBLIC,1,9,12,300,I,0.3,0,East Coast,NEW,10,11,2184,2,40304,40476,404,232,High,High,High->High,June,High,High,High->High,H,0,0.033333333,0.909090909,1,S,0
2095,ST,9,9,MD,0,4,A,40708,40711,40466,NA,1476,1,0,0.167,40324,40414,0,1,40312,,Other,7,CHD,0,PK,12,250,L,0,0,Science,EXISTING,6,7,1476,0,NA,NA,NA,NA,High,High,High->High,June,PK,High,PK->High,S,1,0.024,0.857142857,1,S,0
2096,HD,8,8,TX,0,4,A,40708,40711,40497,NA,1584,6,0,0.857,40269,40443,1,1,40269,C,Houston,1,PUBLIC,1,PK,8,304,F,0.429,0,East Coast,EXISTING,7,8,1584,1,40626,40626,82,82,Middle,Middle,Middle->Middle,June,PK,Middle,PK->Middle,H,1,0.023026316,0.875,1,S,1
2097,HD,5,6,AR,0,4,A,40708,40711,40483,NA,1722,3,3,0.5,40296,40420,3,1,40296,B,Other,4,PUBLIC,1,5,6,783,J,0.5,0,East Coast,EXISTING,6,7,1722,1,40458,40458,250,250,Elementary,Middle,Elementary->Middle,June,Elementary,Middle,Elementary->Middle,H,0,0.007662835,0.857142857,1,M-L,1
2098,HD,7,8,AR,0,4,A,40708,40711,40487,NA,1552,9,0,0.818,40267,40416,1,1,40267,B,Other,5,PUBLIC,1,6,8,425,J,0.273,0,East Coast,NEW,11,12,1552,1,40442,40442,266,266,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.025882353,0.916666667,1,S-M,0
2099,HD,7,7,CA,0,4,A,40708,40711,40480,NA,1879,15,5,0.625,NA,40476,9,2,NA,,Northern California,5,Catholic,0,PK,8,350,Q,0.417,0,East Coast,EXISTING,24,26,1879,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,June,PK,Middle,PK->Middle,H,1,0.068571429,0.923076923,2,S-M,1
2100,HD,8,8,WI,0,4,A,40708,40711,40466,NA,1286,12,0,0.6,NA,40409,2,1,40404,B,Other,10,PUBLIC,1,5,8,442,N,0.35,0,East Coast,EXISTING,20,21,1286,1,40436,40436,272,272,Middle,Middle,Middle->Middle,June,Elementary,Middle,Elementary->Middle,H,1,0.045248869,0.952380952,1,S-M,1
2101,HD,7,8,TX,0,4,A,40708,40711,40481,NA,1552,7,2,0.778,NA,40416,3,1,40411,B,Dallas,10,PUBLIC,1,7,8,812,O,0.444,0,East Coast,NEW,9,10,1552,1,40444,40444,264,264,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.011083744,0.9,1,L,1
2102,ST,6,8,MN,0,4,A,40708,40711,40469,NA,1411,23,3,0.719,NA,40430,4,3,40428,,Other,7,CHD,0,,NA,,,0.344,0,Science,NEW,32,35,1411,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,June,Undefined,Undefined,Undefined->Undefined,S,0,NA,0.914285714,3,,1
2103,HD,6,6,TX,0,4,A,40708,40711,40529,NA,1728,7,1,0.583,NA,40445,2,1,40445,C,Dallas,4,PUBLIC,1,K,6,761,H,0,0,East Coast,NEW,12,13,1728,2,40463,40514,245,194,Middle,Middle,Middle->Middle,June,K,Middle,K->Middle,H,1,0.015768725,0.923076923,1,M-L,1
2104,HD,8,8,MI,0,4,A,40708,40711,40487,NA,1359,18,1,0.857,NA,40450,2,1,40450,B,Other,10,PUBLIC,1,5,8,560,I,0.095,0,East Coast,NEW,21,22,1359,1,40479,40479,229,229,Middle,Middle,Middle->Middle,June,Elementary,Middle,Elementary->Middle,H,1,0.0375,0.954545455,1,S-M,0
2105,HN,9,12,TX,0,4,A,40708,40711,40501,NA,2000,11,3,0.786,NA,40470,8,1,40468,C,Houston,8,PUBLIC,1,9,12,657,Z,0.071,0,East Coast,NEW,14,15,2000,1,40486,40486,222,222,High,High,High->High,June,High,High,High->High,H,0,0.02130898,0.933333333,1,M-L,0
2106,ST,6,8,TX,0,4,A,40708,40711,40501,NA,1658,7,1,0.875,NA,40473,1,1,40471,C,Dallas,7,PUBLIC,1,6,8,310,E,0,0,Science,NEW,8,9,1658,1,40491,40491,217,217,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,S,0,0.025806452,0.888888889,1,S,0
2107,ST,5,8,IL,0,4,A,40708,40711,40526,NA,1474,4,1,0.667,NA,40485,1,1,40485,A,Other,7,PUBLIC,1,5,8,400,M,0.5,0,Science,EXISTING,6,7,1474,1,40499,40499,209,209,Elementary,Middle,Elementary->Middle,June,Elementary,Middle,Elementary->Middle,S,0,0.015,0.857142857,1,S-M,1
2108,HD,7,8,TX,1,5,A,40708,40712,40483,NA,1799,12,10,1,40303,40431,12,4,40303,B,Houston,8,PUBLIC,1,9,12,525,Z,0.25,0,East Coast,EXISTING,12,16,1799,1,40466,40466,242,242,Middle,Middle,Middle->Middle,June,High,High,High->High,H,0,0.022857143,0.75,4,S-M,0
2109,HD,NA,NA,CA,0,5,A,40708,40712,40525,NA,1774,5,2,0.714,NA,40505,2,1,40505,C,Northern California,10,PUBLIC,1,PK,8,175,K,0.143,0,East Coast,NEW,7,8,1774,1,40520,40520,188,188,Undefined,Undefined,Undefined->Undefined,June,PK,Middle,PK->Middle,H,0,0.04,0.875,1,S,1
2110,HD,5,8,CA,1,5,A,40708,40712,40461,NA,1970,3,2,0.231,40204,40437,4,1,40204,,Northern California,5,Catholic,1,K,8,273,M,0.692,0,East Coast,NEW,13,14,1970,2,40233,40435,475,273,Elementary,Middle,Elementary->Middle,June,K,Middle,K->Middle,H,0,0.047619048,0.928571429,1,S,0
2111,HD,6,8,WA,1,5,A,40708,40712,40452,NA,2232,18,4,0.6,40212,40413,9,2,40213,B,Pacific Northwest,5,PUBLIC,1,6,8,914,M,0.2,0,East Coast,NEW,30,32,2232,2,40255,40444,453,264,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.032822757,0.9375,2,L,0
2112,HC,7,9,OR,0,5,A,40708,40712,40476,NA,2307,3,4,0.6,40204,40456,7,1,40205,C,Pacific Northwest,10,PUBLIC,1,K,8,190,C,0.4,0,East Coast,NEW,5,6,2307,2,40225,40430,483,278,Middle,High,Middle->High,June,K,Middle,K->Middle,H,0,0.026315789,0.833333333,1,S,0
2113,HD,6,8,CA,1,5,A,40708,40712,40497,NA,1999,13,3,0.813,NA,40438,3,1,40279,,Northern California,5,Catholic,1,K,8,211,P,0.063,0,East Coast,EXISTING,16,17,1999,1,40429,40429,279,279,Middle,Middle,Middle->Middle,June,K,Middle,K->Middle,H,0,0.075829384,0.941176471,1,S,0
2114,HD,8,8,WI,0,5,A,40708,40712,40479,NA,1268,27,4,0.73,40263,40450,4,2,40253,B,Other,10,PUBLIC,0,6,8,625,L,0.243,0,East Coast,EXISTING,37,39,1268,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.0592,0.948717949,2,M-L,1
2115,HD,8,8,MN,0,5,A,40708,40712,40482,NA,1600,37,8,0.617,40284,40424,8,4,40282,,Other,5,Catholic,1,K,8,638,P,0.333,0,East Coast,EXISTING,60,64,1600,1,40449,40449,259,259,Middle,Middle,Middle->Middle,June,K,Middle,K->Middle,H,1,0.094043887,0.9375,4,M-L,1
2116,HD,7,8,WA,0,5,A,40708,40712,40497,NA,2021,5,0,0.5,40266,40424,0,1,40263,B,Pacific Northwest,5,PUBLIC,1,PK,8,326,L,0.2,0,East Coast,EXISTING,10,11,2021,1,40434,40434,274,274,Middle,Middle,Middle->Middle,June,PK,Middle,PK->Middle,H,0,0.030674847,0.909090909,1,S,1
2117,HC,7,8,IN,0,5,A,40708,40712,40452,NA,1888,8,26,0.533,39920,40045,34,3,39920,D,Other,2,PUBLIC,1,7,8,400,B,0,0,East Coast,NEW,15,18,1888,1,40057,40057,651,651,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.0375,0.833333333,3,S-M,0
2118,HD,8,8,TX,0,5,A,40708,40712,40483,NA,1707,6,4,0.6,40242,40434,10,1,40103,D,Houston,1,PUBLIC,1,7,8,489,B,0.4,0,East Coast,EXISTING,10,11,1707,1,40442,40442,266,266,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.020449898,0.909090909,1,S-M,0
2119,HD,7,8,CA,0,5,A,40708,40712,40469,NA,1889,5,9,0.417,40242,40408,9,1,NA,C,Northern California,10,PUBLIC,1,K,8,469,J,0.083,0,East Coast,NEW,12,13,1889,1,40422,40422,286,286,Middle,Middle,Middle->Middle,June,K,Middle,K->Middle,H,0,0.025586354,0.923076923,1,S-M,1
2120,HD,7,8,CA,1,5,A,40708,40712,40452,NA,2077,1,5,0.1,40200,40421,5,2,40198,C,Northern California,10,PUBLIC,1,K,5,450,H,0,0,East Coast,EXISTING,10,12,2077,2,40324,40428,384,280,Middle,Middle,Middle->Middle,June,K,Elementary,K->Elementary,H,0,0.022222222,0.833333333,2,S-M,0
2121,HN,3,6,TX,1,5,A,40708,40712,40480,FR,2392,9,1,0.75,NA,40050,1,1,40049,B,Dallas,4,PUBLIC,1,K,6,605,O,0.667,0,East Coast,EXISTING,12,13,2392,2,40085,40430,623,278,Elementary,Middle,Elementary->Middle,June,K,Middle,K->Middle,H,0,0.019834711,0.923076923,1,M-L,0
2122,HD,6,8,WA,0,5,A,40708,40712,40452,NA,2028,2,6,0.4,40259,40416,22,1,40255,D,Pacific Northwest,5,PUBLIC,1,6,8,667,E,0.2,0,East Coast,NEW,5,6,2028,1,40436,40436,272,272,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.007496252,0.833333333,1,M-L,0
2123,HD,7,8,CA,0,5,A,40708,40712,40501,NA,2007,3,2,0.6,40266,40414,5,1,40263,C,Northern California,10,PUBLIC,0,3,8,800,E,0.2,0,East Coast,NEW,5,6,2007,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,June,Elementary,Middle,Elementary->Middle,H,0,0.00625,0.833333333,1,M-L,0
2124,HN,7,12,TX,0,5,A,40708,40712,40481,NA,2619,8,1,0.727,NA,40396,3,2,40396,B,Houston,8,PUBLIC,1,9,12,988,K,0.182,0,East Coast,NEW,11,13,2619,1,40435,40435,273,273,Middle,High,Middle->High,June,High,High,High->High,H,0,0.011133603,0.846153846,2,L,0
2125,HD,6,8,CA,0,5,A,40708,40712,40455,NA,1998,2,3,0.4,NA,40413,4,1,40414,C,Northern California,5,PUBLIC,1,K,8,200,G,0,0,East Coast,NEW,5,6,1998,1,40430,40430,278,278,Middle,Middle,Middle->Middle,June,K,Middle,K->Middle,H,0,0.025,0.833333333,1,S,0
2126,HD,7,8,ID,0,5,A,40708,40712,40458,NA,1998,3,0,1,NA,40420,0,1,40417,C,Other,5,PUBLIC,1,6,8,316,D,0,0,East Coast,EXISTING,3,4,1998,1,40449,40449,259,259,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.009493671,0.75,1,S,0
2127,HD,8,8,CA,0,5,A,40708,40712,40491,NA,2074,5,1,0.625,NA,40438,1,2,40437,B,Southern California,5,PUBLIC,1,6,8,1200,J,0,0,East Coast,NEW,8,10,2074,2,40457,40458,251,250,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.006666667,0.8,2,L,1
2128,HN,7,8,CA,0,5,A,40708,40712,40501,NA,2537,3,0,0.6,NA,40448,0,1,40445,,Northern California,1,Catholic,1,PK,8,118,F,0,0,East Coast,NEW,5,6,2537,1,40470,40470,238,238,Middle,Middle,Middle->Middle,June,PK,Middle,PK->Middle,H,0,0.042372881,0.833333333,1,S,0
2129,HD,8,8,CA,0,5,A,40708,40712,40482,NA,2074,3,2,0.5,NA,40448,3,1,40445,D,Northern California,10,PUBLIC,1,7,8,911,H,0.167,0,East Coast,NEW,6,7,2074,1,40463,40463,245,245,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.006586169,0.857142857,1,L,0
2130,HC,8,8,CA,0,6,A,40708,40713,40483,NA,2311,34,4,0.723,40305,40434,4,4,40298,A,Northern California,5,PUBLIC,1,6,8,810,Q,0.298,0,East Coast,EXISTING,47,51,2311,1,40452,40452,256,256,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.058024691,0.921568627,4,M-L,1
2131,HD,8,8,CA,0,6,A,40708,40713,40487,NA,2199,18,4,0.667,40310,40441,6,3,40310,A,Northern California,5,PUBLIC,1,6,8,657,Q,0.37,0,East Coast,EXISTING,27,30,2199,1,40449,40449,259,259,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.04109589,0.9,3,M-L,1
2132,HD,8,8,MI,0,6,B,40708,40713,40466,NA,993,24,2,0.828,40255,40420,7,2,40254,B,Other,10,PUBLIC,1,6,8,288,J,0.345,0,East Coast,EXISTING,29,31,993,1,40435,40435,273,273,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.100694444,0.935483871,2,S,1
2133,IC,NA,NA,WI,0,11,A,40708,40718,40482,NA,4199,1,0,0.067,40308,40308,3,3,40309,,Other,8,Catholic,0,9,12,651,N,0.4,0,International,NEW,15,18,4199,0,NA,NA,NA,NA,Undefined,Undefined,Undefined->Undefined,June,High,High,High->High,I,0,0.023041475,0.833333333,3,M-L,0
2134,HD,8,8,OH,0,3,A,40709,40711,40478,NA,1368,7,6,0.636,40235,40424,4,2,40236,A,Other,5,PUBLIC,1,6,8,871,P,0.273,0,East Coast,EXISTING,11,13,1368,2,40437,40518,272,191,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.012629162,0.846153846,2,L,0
2135,HD,8,8,IL,0,3,A,40709,40711,40480,FR,1140,6,1,0.75,40274,40423,1,1,40274,A,Other,10,PUBLIC,1,6,8,628,O,0.25,0,East Coast,EXISTING,8,9,1140,1,40435,40435,274,274,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.012738854,0.888888889,1,M-L,1
2136,HD,7,7,WI,1,3,A,40709,40711,40466,FR,1246,14,5,0.875,40211,40414,5,2,40087,A,Other,10,PUBLIC,1,5,8,300,L,0.5,0,East Coast,EXISTING,16,18,1246,1,40436,40436,273,273,Middle,Middle,Middle->Middle,June,Elementary,Middle,Elementary->Middle,H,1,0.053333333,0.888888889,2,S,0
2137,HD,8,8,IA,0,3,A,40709,40711,40483,NA,1245,16,2,0.64,40252,40416,2,1,40251,B,Other,10,PUBLIC,1,6,8,465,L,0.2,0,East Coast,EXISTING,25,26,1245,1,40441,40441,268,268,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.053763441,0.961538462,1,S-M,1
2138,HS,NA,NA,CA,0,3,A,40709,40711,40497,NA,794,1,0,0.125,40303,40303,1,1,40304,,Southern California,11,CHD,1,PK,12,170,J,0,0,CA History,NEW,8,9,794,1,40306,40306,403,403,Undefined,Undefined,Undefined->Undefined,June,PK,High,PK->High,H,0,0.047058824,0.888888889,1,S,0
2139,HD,8,NA,IL,0,3,A,40709,40711,40512,NA,1140,5,1,0.5,40274,40455,2,1,40274,A,Other,10,PUBLIC,1,6,8,637,O,0.2,0,East Coast,EXISTING,10,11,1140,2,40435,40497,274,212,Middle,Undefined,Middle->Undefined,June,Middle,Middle,Middle->Middle,H,0,0.015698587,0.909090909,1,M-L,1
2140,HG,5,5,NV,0,3,A,40709,40711,40515,NA,848,15,2,0.833,NA,40466,4,1,40466,B,Other,4,PUBLIC,0,K,5,759,P,0.444,0,CA History,NEW,18,19,848,0,NA,NA,NA,NA,Elementary,Elementary,Elementary->Elementary,June,K,Elementary,K->Elementary,H,1,0.023715415,0.947368421,1,M-L,1
2141,HD,8,8,WI,0,4,A,40709,40712,40459,NA,1372,52,3,0.8,40203,40436,3,7,40200,A,Other,10,PUBLIC,1,6,8,700,P1,0.446,0,East Coast,EXISTING,65,72,1372,2,40436,40443,273,266,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.092857143,0.902777778,7,M-L,1
2142,HD,8,8,WI,0,4,A,40709,40712,40497,NA,1383,6,1,0.6,40203,40420,2,1,40198,B,Other,10,PUBLIC,1,6,8,698,L,0.2,0,East Coast,EXISTING,10,11,1383,1,40456,40456,253,253,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.014326648,0.909090909,1,M-L,1
2143,HD,6,8,TX,0,4,A,40709,40712,40483,FR,1678,5,0,0.625,40226,40415,0,1,40226,C,Dallas,10,PUBLIC,1,6,8,872,J,0,0,East Coast,EXISTING,8,9,1678,2,40437,40444,272,265,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.009174312,0.888888889,1,L,1
