ID,Carat Weight,Cut,Color,Clarity,Polish,Symmetry,Report,Price
7333,2.01,Ideal,H,VS1,EX,VG,GIA,
7334,1.02,Very Good,G,VS2,EX,EX,GIA,
7335,2.02,Good,I,VS2,VG,VG,GIA,
7336,1.01,Very Good,F,SI1,VG,VG,GIA,
7337,1.04,Very Good,E,VS1,EX,VG,GIA,
7338,1.11,Ideal,E,IF,EX,EX,GIA,
7339,1.7,Ideal,I,VVS1,VG,VG,GIA,
7340,1.51,Ideal,F,SI1,EX,EX,GIA,
7341,1.09,Very Good,D,IF,VG,G,GIA,
7342,1.51,Ideal,G,SI1,EX,EX,AGSL,
7343,1.01,Very Good,D,VVS2,G,VG,GIA,
7344,1.64,Ideal,G,VVS2,VG,VG,GIA,
7345,1.01,Ideal,G,VS2,VG,VG,GIA,
7346,1.5,Fair,I,SI1,VG,G,GIA,
7347,1,Good,G,VS1,VG,VG,GIA,
7348,1.5,Good,F,VS1,VG,G,GIA,
7349,1.01,Very Good,H,VS2,VG,VG,GIA,
7350,1.5,Ideal,I,VS2,ID,ID,AGSL,
7351,0.91,Very Good,G,SI1,EX,EX,GIA,
7352,1.29,Very Good,I,SI1,VG,VG,GIA,
7353,1.12,Ideal,E,VS2,ID,ID,AGSL,
7354,0.76,Very Good,F,SI1,VG,EX,GIA,
7355,2.02,Very Good,F,VVS2,VG,G,GIA,
7356,1.02,Very Good,F,SI1,EX,VG,GIA,
7357,1.05,Ideal,H,VS2,VG,VG,GIA,
7358,0.9,Ideal,E,VS1,VG,VG,GIA,
7359,0.81,Ideal,G,VVS2,ID,ID,AGSL,
7360,1.14,Very Good,F,VS1,VG,EX,GIA,
7361,1.03,Ideal,H,SI1,VG,EX,GIA,
7362,1.01,Very Good,G,SI1,EX,EX,GIA,
7363,0.92,Very Good,D,SI1,EX,EX,GIA,
7364,2.02,Ideal,D,VS1,EX,VG,GIA,
7365,1.13,Ideal,E,VVS1,EX,EX,GIA,
7366,1.2,Good,G,VS1,EX,EX,GIA,
7367,0.96,Very Good,I,VS2,VG,VG,GIA,
7368,0.91,Good,E,SI1,VG,G,GIA,
7369,1.14,Ideal,F,VVS2,ID,ID,AGSL,
7370,0.9,Good,F,SI1,VG,G,GIA,
7371,1,Very Good,F,VS2,EX,VG,GIA,
7372,1.04,Ideal,I,VS1,EX,EX,GIA,
7373,2.33,Good,G,VS1,EX,G,GIA,
7374,2.01,Ideal,F,VS1,EX,EX,GIA,
7375,0.92,Ideal,I,VS1,EX,EX,GIA,
7376,1.21,Very Good,I,VS2,VG,VG,GIA,
7377,1.23,Ideal,H,SI1,EX,EX,GIA,
7378,0.9,Very Good,F,SI1,EX,VG,GIA,
7379,0.9,Very Good,F,SI1,VG,G,GIA,
7380,0.76,Ideal,I,SI1,ID,ID,AGSL,
7381,1.77,Very Good,I,VS2,G,VG,GIA,
7382,2.11,Ideal,E,VVS2,EX,EX,GIA,
7383,1.02,Good,F,SI1,EX,VG,GIA,
7384,0.81,Very Good,E,SI1,EX,EX,GIA,
7385,2.02,Ideal,E,IF,VG,VG,GIA,
7386,2.03,Ideal,H,VVS2,ID,ID,AGSL,
7387,1.01,Very Good,D,VVS2,EX,VG,GIA,
7388,0.91,Ideal,H,VS1,VG,VG,GIA,
7389,1.51,Ideal,I,VS2,VG,EX,AGSL,
7390,2.01,Very Good,H,VS2,VG,VG,GIA,
7391,0.79,Ideal,E,VS1,EX,EX,GIA,
7392,2.5,Ideal,D,VVS2,VG,VG,GIA,
7393,1.25,Ideal,G,VVS2,ID,ID,AGSL,
7394,1.14,Ideal,G,VS2,EX,EX,GIA,
7395,1.23,Ideal,G,VVS2,EX,EX,GIA,
7396,0.9,Very Good,E,VVS2,VG,VG,GIA,
7397,1.2,Very Good,D,VS2,G,VG,GIA,
7398,1.56,Ideal,G,VVS2,ID,ID,AGSL,
7399,1.14,Ideal,G,VS1,EX,EX,GIA,
7400,2.01,Very Good,G,VS2,VG,VG,GIA,
7401,0.9,Good,G,SI1,VG,VG,AGSL,
7402,2.01,Ideal,I,SI1,EX,VG,GIA,
7403,1.5,Very Good,G,VS1,VG,G,GIA,
7404,1.53,Good,G,VVS2,VG,VG,GIA,
7405,1.01,Very Good,H,VS2,EX,EX,GIA,
7406,1.05,Very Good,G,VVS2,VG,VG,GIA,
7407,1.04,Very Good,G,SI1,EX,EX,GIA,
7408,1.7,Good,G,VVS1,VG,G,GIA,
7409,0.9,Very Good,E,VS2,VG,EX,GIA,
7410,1.01,Ideal,F,SI1,EX,EX,GIA,
7411,0.79,Very Good,D,VVS1,VG,VG,GIA,
7412,2.41,Very Good,I,VS2,G,EX,GIA,
7413,1.23,Ideal,H,VVS2,ID,ID,AGSL,
7414,0.91,Very Good,D,SI1,VG,VG,GIA,
7415,0.88,Ideal,H,SI1,EX,EX,GIA,
7416,2.49,Ideal,G,VVS2,EX,EX,GIA,
7417,1.08,Very Good,H,SI1,G,G,GIA,
7418,1.51,Ideal,I,VS1,EX,EX,GIA,
7419,1.15,Ideal,H,VS1,VG,G,GIA,
7420,1.21,Ideal,D,VS1,G,VG,GIA,
7421,1.1,Ideal,H,SI1,EX,EX,GIA,
7422,0.93,Very Good,F,VVS1,EX,VG,GIA,
7423,0.76,Very Good,H,SI1,VG,EX,GIA,
7424,1.71,Very Good,F,SI1,EX,VG,GIA,
7425,1.1,Good,H,SI1,G,G,GIA,
7426,2.03,Good,F,VS1,VG,G,GIA,
7427,1.11,Ideal,E,VS2,ID,ID,AGSL,
7428,1.7,Very Good,I,VS1,VG,VG,GIA,
7429,2.07,Ideal,H,VS1,EX,EX,GIA,
7430,1.09,Ideal,H,SI1,VG,VG,GIA,
7431,1.08,Very Good,E,VVS2,EX,VG,GIA,
7432,0.9,Good,G,SI1,EX,G,GIA,
7433,2.01,Ideal,G,VS2,EX,EX,GIA,
7434,1,Ideal,I,SI1,EX,EX,GIA,
7435,1.02,Ideal,H,VS1,G,VG,GIA,
7436,2.04,Very Good,G,SI1,EX,VG,GIA,
7437,2.01,Very Good,I,SI1,EX,EX,GIA,
7438,2.04,Ideal,G,SI1,VG,VG,GIA,
7439,1.3,Very Good,E,SI1,EX,VG,GIA,
7440,1.58,Ideal,I,SI1,EX,G,GIA,
7441,1.23,Ideal,D,VS1,EX,EX,GIA,
7442,1.08,Very Good,H,VS2,VG,G,GIA,
7443,2.01,Very Good,H,VS2,EX,VG,GIA,
7444,0.9,Very Good,D,VVS2,G,VG,GIA,
7445,2.14,Ideal,E,VS2,EX,EX,GIA,
7446,2.1,Ideal,G,VS1,VG,EX,GIA,
7447,2,Good,F,SI1,VG,G,GIA,
7448,1.01,Fair,E,SI1,G,VG,GIA,
7449,2.03,Very Good,G,SI1,VG,G,GIA,
7450,1.27,Ideal,H,VS1,VG,VG,GIA,
7451,1.29,Signature-Ideal,E,VVS2,ID,ID,AGSL,
7452,2.28,Ideal,H,SI1,ID,ID,AGSL,
7453,0.97,Very Good,F,SI1,G,G,GIA,
7454,1,Very Good,H,SI1,G,VG,GIA,
7455,1.01,Fair,E,SI1,EX,VG,GIA,
7456,1.04,Very Good,F,SI1,VG,EX,GIA,
7457,2.02,Very Good,G,SI1,VG,G,GIA,
7458,2.16,Very Good,G,VS1,EX,EX,GIA,
7459,0.77,Very Good,I,VS2,EX,EX,GIA,
7460,1.04,Ideal,E,VVS2,EX,EX,GIA,
7461,1.31,Very Good,D,VS2,VG,VG,GIA,
7462,1,Very Good,H,SI1,ID,ID,AGSL,
7463,2.14,Very Good,G,VS2,EX,EX,AGSL,
7464,0.79,Ideal,G,SI1,VG,VG,GIA,
7465,1,Good,H,VS1,EX,EX,GIA,
7466,0.9,Ideal,F,VS2,VG,VG,GIA,
7467,0.91,Ideal,E,SI1,EX,VG,GIA,
7468,2.01,Very Good,F,VS1,EX,EX,GIA,
7469,1.05,Ideal,G,VVS2,EX,EX,GIA,
7470,1.2,Very Good,G,SI1,VG,VG,GIA,
7471,2.57,Very Good,F,VS2,EX,VG,GIA,
7472,1.01,Good,G,VS2,G,G,GIA,
7473,2.19,Ideal,G,VS1,VG,VG,GIA,
7474,1.01,Good,G,VS1,G,EX,GIA,
7475,1.17,Ideal,I,VS1,VG,EX,GIA,
7476,1.01,Very Good,E,SI1,EX,EX,GIA,
7477,2.02,Very Good,H,VS2,EX,VG,GIA,
7478,1.72,Ideal,H,VVS2,VG,VG,GIA,
7479,2.5,Very Good,H,SI1,VG,VG,GIA,
7480,1.02,Ideal,I,SI1,EX,VG,GIA,
7481,1.22,Ideal,I,SI1,ID,ID,AGSL,
7482,1.03,Ideal,E,VVS2,VG,VG,GIA,
7483,1,Very Good,E,SI1,G,G,GIA,
7484,1.02,Ideal,H,SI1,EX,EX,GIA,
7485,2.51,Very Good,D,VVS2,VG,VG,GIA,
7486,2.06,Very Good,I,SI1,VG,VG,GIA,
7487,1.5,Very Good,D,SI1,VG,G,GIA,
7488,0.83,Ideal,E,SI1,EX,EX,GIA,
7489,1.54,Very Good,H,SI1,EX,VG,GIA,
7490,1.06,Ideal,G,VVS1,ID,ID,AGSL,
7491,1.01,Ideal,E,VS1,EX,EX,GIA,
7492,0.8,Very Good,E,VS2,EX,EX,GIA,
7493,0.75,Ideal,G,VVS2,EX,VG,GIA,
7494,1.31,Ideal,G,VVS2,EX,VG,GIA,
7495,0.9,Fair,H,VS2,VG,VG,GIA,
7496,2.61,Ideal,H,VS1,ID,ID,AGSL,
7497,0.75,Ideal,H,VVS2,VG,EX,GIA,
7498,1.11,Ideal,I,VS2,EX,EX,GIA,
7499,1,Very Good,G,VVS1,EX,EX,GIA,
7500,0.9,Ideal,D,VVS1,EX,EX,GIA,
7501,1.59,Ideal,I,SI1,VG,EX,GIA,
7502,2.27,Very Good,I,VS1,VG,EX,GIA,
7503,1.02,Very Good,E,VS2,VG,VG,GIA,
7504,1.03,Ideal,E,VVS2,EX,VG,GIA,
7505,2.07,Very Good,I,VS2,EX,G,GIA,
7506,1.02,Very Good,I,VS2,VG,EX,GIA,
7507,1.01,Ideal,E,SI1,VG,EX,GIA,
7508,1.04,Ideal,G,VS2,VG,VG,GIA,
7509,1,Very Good,D,IF,VG,VG,GIA,
7510,1.2,Very Good,F,IF,EX,VG,GIA,
7511,1.22,Signature-Ideal,G,VS2,EX,EX,GIA,
7512,1,Good,F,VS2,EX,G,GIA,
7513,1,Very Good,I,VS2,VG,VG,GIA,
7514,1.02,Ideal,G,VVS2,EX,EX,GIA,
7515,1.25,Ideal,F,VVS2,EX,EX,GIA,
7516,1.24,Good,G,VS1,EX,EX,GIA,
7517,2.29,Ideal,H,VS2,EX,EX,GIA,
7518,1.04,Signature-Ideal,F,VS2,ID,ID,AGSL,
7519,1.38,Ideal,G,VS1,EX,VG,GIA,
7520,1.5,Very Good,E,SI1,VG,VG,GIA,
7521,1.01,Very Good,H,VS2,VG,VG,GIA,
7522,1.2,Very Good,H,VS2,VG,VG,GIA,
7523,2.12,Ideal,H,VS1,VG,EX,GIA,
7524,1.14,Very Good,I,VS2,G,VG,GIA,
7525,1.7,Very Good,F,VVS1,VG,G,GIA,
7526,1,Very Good,H,VS2,VG,G,GIA,
7527,1.06,Ideal,G,VS1,VG,EX,GIA,
7528,2.08,Very Good,F,VS2,EX,VG,GIA,
7529,1.54,Very Good,G,VS2,G,G,GIA,
7530,1.19,Very Good,F,SI1,VG,VG,GIA,
7531,2.06,Very Good,I,SI1,EX,EX,GIA,
7532,1.24,Ideal,H,VVS1,ID,ID,AGSL,
7533,1.07,Very Good,G,SI1,VG,EX,GIA,
7534,0.87,Signature-Ideal,H,VS2,EX,EX,GIA,
7535,1.51,Good,I,SI1,VG,VG,GIA,
7536,1.09,Very Good,F,IF,VG,VG,GIA,
7537,1.36,Very Good,G,VVS2,G,VG,GIA,
7538,2.04,Very Good,I,SI1,G,G,GIA,
7539,1,Very Good,G,VS2,EX,VG,GIA,
7540,0.9,Very Good,H,VS1,VG,VG,GIA,
7541,2.19,Ideal,I,VS1,VG,EX,GIA,
7542,1.33,Ideal,G,VVS2,EX,EX,GIA,
7543,1.11,Very Good,E,SI1,EX,EX,GIA,
7544,2.03,Very Good,G,VS1,EX,VG,GIA,
7545,2.58,Ideal,I,SI1,EX,VG,GIA,
7546,1.04,Ideal,D,SI1,EX,EX,GIA,
7547,1.03,Ideal,G,VVS1,ID,ID,AGSL,
7548,2.27,Very Good,D,SI1,VG,VG,GIA,
7549,1.06,Very Good,F,VS2,VG,EX,GIA,
7550,1.05,Very Good,E,SI1,VG,G,GIA,
7551,1.71,Ideal,I,VVS2,EX,EX,GIA,
7552,0.75,Fair,G,VS2,EX,VG,GIA,
7553,2.01,Ideal,D,IF,VG,VG,GIA,
7554,1.26,Ideal,D,SI1,EX,VG,GIA,
7555,2.02,Very Good,F,VS1,EX,VG,GIA,
7556,1,Good,G,VS2,EX,G,GIA,
7557,1.71,Ideal,G,VS2,EX,EX,GIA,
7558,1.52,Ideal,I,VS1,VG,EX,GIA,
7559,1.2,Very Good,I,SI1,EX,EX,GIA,
7560,1.02,Good,H,VS1,G,G,GIA,
7561,1,Very Good,E,SI1,EX,EX,GIA,
7562,2.59,Very Good,G,SI1,EX,G,GIA,
7563,1.76,Ideal,I,VVS2,EX,EX,GIA,
7564,1.01,Fair,D,SI1,EX,EX,GIA,
7565,1,Very Good,F,SI1,G,G,GIA,
7566,1.01,Very Good,F,VS2,VG,EX,GIA,
7567,2.08,Very Good,I,VS2,EX,EX,AGSL,
7568,0.9,Good,D,SI1,VG,G,GIA,
7569,2.63,Ideal,H,SI1,VG,EX,GIA,
7570,1.55,Very Good,H,SI1,G,G,GIA,
7571,1.02,Very Good,F,VS2,EX,VG,GIA,
7572,1,Ideal,E,VS2,VG,G,GIA,
7573,1.03,Ideal,F,SI1,EX,EX,GIA,
7574,1.01,Good,H,VS2,VG,G,GIA,
7575,1.23,Very Good,F,VS1,EX,EX,GIA,
7576,1.01,Very Good,H,VS2,G,VG,GIA,
7577,2,Ideal,H,IF,EX,EX,GIA,
7578,1.01,Very Good,I,SI1,EX,EX,GIA,
7579,0.9,Fair,H,VS2,G,VG,GIA,
7580,2.01,Good,G,VVS1,EX,EX,AGSL,
7581,1.26,Good,D,VS2,VG,VG,GIA,
7582,2.07,Ideal,H,VS2,VG,EX,GIA,
7583,1.52,Very Good,H,VS2,VG,VG,GIA,
7584,1.05,Very Good,F,VS2,ID,ID,AGSL,
7585,1.01,Ideal,G,SI1,EX,VG,GIA,
7586,1.05,Ideal,G,VVS2,EX,EX,GIA,
7587,2.05,Ideal,F,VS2,VG,VG,GIA,
7588,0.91,Very Good,E,SI1,G,VG,GIA,
7589,0.9,Ideal,I,VS1,EX,EX,GIA,
7590,1.02,Very Good,H,SI1,VG,EX,GIA,
7591,1.11,Very Good,H,VS2,EX,EX,GIA,
7592,1.2,Very Good,H,SI1,VG,VG,GIA,
7593,0.84,Signature-Ideal,I,VS2,EX,EX,GIA,
7594,1,Ideal,E,SI1,EX,VG,GIA,
7595,2,Good,G,VS2,G,G,GIA,
7596,0.8,Very Good,G,VVS2,VG,EX,GIA,
7597,1,Very Good,E,VVS1,VG,VG,GIA,
7598,1,Very Good,D,SI1,VG,VG,GIA,
7599,1,Fair,E,SI1,G,G,GIA,
7600,1.13,Very Good,H,VS1,EX,VG,GIA,
7601,2.03,Ideal,H,VS1,EX,EX,GIA,
7602,0.82,Ideal,F,VS2,EX,EX,GIA,
7603,0.79,Ideal,I,VS2,EX,EX,GIA,
7604,2.24,Ideal,I,SI1,EX,EX,GIA,
7605,0.83,Very Good,H,VS1,VG,VG,GIA,
7606,1.02,Very Good,I,SI1,VG,EX,GIA,
7607,1.26,Good,I,SI1,G,VG,GIA,
7608,2.11,Ideal,G,VVS2,VG,VG,GIA,
7609,2.29,Ideal,I,IF,EX,VG,GIA,
7610,1.56,Signature-Ideal,G,VS2,ID,ID,AGSL,
7611,1.23,Good,G,VS1,G,G,GIA,
7612,1.21,Ideal,H,SI1,EX,EX,GIA,
7613,2.35,Ideal,H,VVS1,EX,VG,GIA,
7614,1.21,Ideal,E,VS1,EX,EX,GIA,
7615,1.05,Ideal,G,VS2,EX,EX,GIA,
7616,1.22,Ideal,H,VS2,VG,VG,GIA,
7617,2.32,Good,G,VS1,EX,VG,GIA,
7618,2.39,Very Good,G,VS2,VG,VG,GIA,
7619,0.9,Very Good,F,SI1,VG,G,GIA,
7620,1,Very Good,G,SI1,EX,VG,GIA,
7621,1.51,Very Good,I,SI1,EX,EX,GIA,
7622,1.2,Good,H,SI1,VG,VG,GIA,
7623,1.24,Ideal,G,VVS2,EX,EX,GIA,
7624,1.01,Very Good,H,VVS1,EX,EX,GIA,
7625,1.42,Ideal,G,VVS2,VG,EX,GIA,
7626,1.54,Signature-Ideal,I,VS1,ID,ID,AGSL,
7627,1,Ideal,E,SI1,EX,EX,GIA,
7628,2.55,Ideal,F,VVS2,VG,G,GIA,
7629,1.01,Good,H,SI1,EX,G,GIA,
7630,1.02,Ideal,G,VS2,VG,EX,GIA,
7631,0.8,Ideal,H,SI1,EX,VG,GIA,
7632,0.9,Ideal,H,VS2,VG,G,GIA,
7633,1.01,Fair,F,SI1,EX,VG,GIA,
7634,1.07,Very Good,G,VS1,VG,VG,GIA,
7635,1.04,Ideal,H,VS2,VG,VG,GIA,
7636,0.87,Ideal,D,VS2,EX,EX,GIA,
7637,2.29,Ideal,G,VS2,EX,EX,GIA,
7638,1.58,Ideal,F,SI1,EX,EX,GIA,
7639,1.51,Good,H,VS1,VG,VG,GIA,
7640,1,Fair,F,SI1,VG,G,GIA,
7641,0.9,Good,F,SI1,VG,VG,GIA,
7642,1.04,Very Good,G,VS2,G,G,GIA,
7643,2.43,Ideal,E,VS1,EX,VG,GIA,
7644,1.12,Very Good,G,SI1,EX,EX,GIA,
7645,1.16,Ideal,H,SI1,EX,EX,GIA,
7646,1.21,Ideal,G,VVS1,EX,EX,GIA,
7647,1,Very Good,G,VS2,VG,VG,GIA,
7648,1.09,Signature-Ideal,I,VS2,ID,ID,AGSL,
7649,1.01,Good,E,VS2,VG,VG,GIA,
7650,1.01,Very Good,H,SI1,EX,EX,GIA,
7651,1.03,Ideal,F,VS1,EX,VG,GIA,
7652,0.9,Very Good,I,VS1,VG,VG,GIA,
7653,1.06,Signature-Ideal,D,VVS2,ID,ID,AGSL,
7654,1,Very Good,E,VS2,VG,G,GIA,
7655,1.19,Ideal,I,SI1,EX,VG,GIA,
7656,1.6,Ideal,F,VS1,VG,EX,GIA,
7657,1.37,Very Good,I,VS1,VG,EX,GIA,
7658,1,Very Good,G,SI1,VG,VG,GIA,
7659,1.23,Good,I,VS2,VG,G,GIA,
7660,1.19,Ideal,H,VS1,EX,EX,GIA,
7661,1.04,Signature-Ideal,G,VVS2,EX,EX,GIA,
7662,0.78,Ideal,D,VS1,VG,EX,GIA,
7663,2.32,Ideal,I,SI1,EX,EX,GIA,
7664,0.79,Ideal,E,SI1,EX,EX,GIA,
7665,1,Good,G,SI1,VG,VG,GIA,
7666,1.23,Very Good,I,VVS2,VG,VG,GIA,
7667,2.43,Signature-Ideal,D,VS1,ID,ID,AGSL,
7668,1.01,Ideal,H,SI1,EX,EX,GIA,
7669,2.36,Very Good,F,VS1,VG,VG,GIA,
7670,0.93,Very Good,I,SI1,VG,VG,GIA,
7671,1.22,Very Good,I,VS2,EX,VG,GIA,
7672,1.01,Ideal,G,SI1,EX,EX,GIA,
7673,1.06,Signature-Ideal,G,VS1,ID,ID,AGSL,
7674,1.01,Very Good,E,SI1,VG,VG,GIA,
7675,2.44,Very Good,F,VS1,EX,VG,GIA,
7676,1,Good,G,VVS2,VG,VG,GIA,
7677,1.02,Ideal,E,VS2,VG,VG,GIA,
7678,2.03,Good,I,VS2,EX,EX,GIA,
7679,1,Very Good,G,VVS2,G,VG,GIA,
7680,0.9,Ideal,H,VS1,ID,ID,AGSL,
7681,1.02,Ideal,G,VS1,ID,ID,AGSL,
7682,1.5,Very Good,F,IF,EX,VG,GIA,
7683,1.02,Ideal,H,SI1,VG,EX,GIA,
7684,1.12,Very Good,H,VS1,EX,EX,GIA,
7685,1.51,Ideal,G,VS1,VG,VG,GIA,
7686,2.02,Very Good,I,SI1,VG,VG,GIA,
7687,2.01,Very Good,I,SI1,EX,VG,GIA,
7688,2.18,Ideal,E,VS2,EX,EX,GIA,
7689,0.9,Very Good,D,VS1,VG,VG,GIA,
7690,1.52,Very Good,I,VS1,EX,EX,GIA,
7691,1.01,Very Good,F,SI1,G,G,GIA,
7692,0.79,Ideal,F,SI1,VG,VG,GIA,
7693,1.09,Ideal,H,SI1,VG,EX,GIA,
7694,2.01,Very Good,I,VS1,EX,VG,GIA,
7695,2.47,Very Good,I,VS1,EX,EX,GIA,
7696,1.12,Ideal,G,VVS2,ID,ID,AGSL,
7697,1.02,Ideal,G,VS1,EX,EX,GIA,
7698,1.06,Signature-Ideal,I,VS2,EX,EX,GIA,
7699,1.09,Ideal,E,VVS2,EX,EX,GIA,
7700,1.05,Ideal,F,SI1,ID,ID,AGSL,
7701,1.01,Good,G,VVS2,EX,G,GIA,
7702,1.07,Ideal,E,VS1,EX,EX,GIA,
7703,1.04,Ideal,I,VS1,VG,VG,GIA,
7704,1.5,Good,E,SI1,VG,G,GIA,
7705,1.43,Very Good,I,VS2,G,G,GIA,
7706,1.34,Ideal,H,VS2,VG,VG,GIA,
7707,2.57,Ideal,H,VS2,EX,EX,GIA,
7708,1.07,Very Good,F,VVS2,VG,VG,GIA,
7709,1.75,Signature-Ideal,I,SI1,ID,ID,AGSL,
7710,1.21,Ideal,G,VVS1,EX,EX,GIA,
7711,0.91,Very Good,F,VVS2,EX,EX,GIA,
7712,1.53,Ideal,I,VS1,ID,ID,AGSL,
7713,0.75,Very Good,E,SI1,G,VG,GIA,
7714,1.1,Ideal,G,VS1,ID,ID,AGSL,
7715,2.1,Ideal,D,SI1,VG,G,GIA,
7716,1.07,Signature-Ideal,H,VVS2,ID,ID,AGSL,
7717,1.06,Ideal,F,VVS2,EX,EX,GIA,
7718,0.8,Very Good,F,VS2,VG,VG,GIA,
7719,1.22,Ideal,G,VVS2,VG,EX,GIA,
7720,1.26,Very Good,H,VVS1,VG,G,GIA,
7721,2,Good,F,VS2,VG,VG,GIA,
7722,1.53,Ideal,H,VVS2,EX,EX,GIA,
7723,1.52,Ideal,F,SI1,VG,VG,GIA,
7724,0.9,Ideal,F,SI1,VG,VG,GIA,
7725,1.51,Very Good,H,VS2,EX,VG,AGSL,
7726,0.9,Good,F,SI1,G,G,GIA,
7727,1,Ideal,G,VVS2,EX,EX,GIA,
7728,1.21,Ideal,D,VS2,EX,EX,GIA,
7729,1.15,Ideal,H,VS2,ID,ID,AGSL,
7730,2.27,Ideal,H,VS1,EX,EX,GIA,
7731,2.02,Good,I,VS1,G,G,GIA,
7732,2.05,Very Good,F,VVS2,VG,VG,GIA,
7733,1.29,Very Good,D,VVS1,EX,VG,GIA,
7734,0.79,Very Good,H,SI1,VG,G,GIA,
7735,1,Good,G,SI1,VG,VG,GIA,
7736,1.06,Signature-Ideal,E,VS1,ID,ID,AGSL,
7737,1.7,Good,I,SI1,VG,VG,GIA,
7738,2.02,Ideal,I,VS1,EX,EX,GIA,
7739,2.07,Ideal,F,SI1,EX,EX,GIA,
7740,1.08,Ideal,E,SI1,EX,EX,GIA,
7741,1.14,Signature-Ideal,G,VS1,ID,ID,AGSL,
7742,2.14,Very Good,H,VVS2,VG,VG,GIA,
7743,1,Very Good,E,SI1,G,G,GIA,
7744,1.03,Very Good,F,VVS2,ID,EX,AGSL,
7745,1.19,Very Good,E,VS2,G,VG,GIA,
7746,1.04,Ideal,G,VS2,VG,EX,GIA,
7747,1.01,Good,G,SI1,EX,EX,AGSL,
7748,1.06,Ideal,I,SI1,VG,VG,GIA,
7749,1.04,Ideal,D,VVS2,EX,EX,GIA,
7750,0.91,Ideal,E,SI1,EX,EX,GIA,
7751,1.15,Ideal,G,VS2,ID,ID,AGSL,
7752,0.76,Very Good,I,SI1,G,VG,GIA,
7753,1,Ideal,E,SI1,EX,EX,GIA,
7754,1.01,Ideal,F,VVS2,EX,EX,GIA,
7755,2.15,Ideal,G,VS2,VG,VG,GIA,
7756,2.68,Ideal,H,SI1,EX,EX,GIA,
7757,1.09,Ideal,F,VVS2,EX,EX,GIA,
7758,1.27,Ideal,D,IF,VG,VG,GIA,
7759,1.37,Very Good,I,VS1,VG,EX,GIA,
7760,0.84,Very Good,G,VS2,EX,EX,GIA,
7761,2.01,Very Good,H,VS2,VG,VG,GIA,
7762,1.21,Very Good,E,SI1,VG,EX,GIA,
7763,1.05,Very Good,G,VS2,EX,EX,GIA,
7764,1.18,Very Good,I,IF,G,VG,GIA,
7765,1.09,Ideal,F,VS1,EX,EX,GIA,
7766,1.53,Ideal,G,SI1,VG,VG,GIA,
7767,1.13,Ideal,D,VVS2,VG,VG,GIA,
7768,2.79,Good,G,VVS2,VG,G,GIA,
7769,2,Very Good,D,VVS2,EX,VG,GIA,
7770,1.06,Ideal,G,VS1,EX,EX,GIA,
7771,1.13,Ideal,E,VVS2,EX,EX,GIA,
7772,0.75,Ideal,D,SI1,EX,EX,GIA,
7773,1.01,Good,I,VS2,G,G,GIA,
7774,1.05,Ideal,G,VS2,ID,ID,AGSL,
7775,0.9,Very Good,D,SI1,VG,EX,GIA,
7776,1.57,Ideal,E,SI1,VG,VG,GIA,
7777,2.05,Ideal,G,SI1,EX,EX,GIA,
7778,0.92,Ideal,D,VVS2,VG,EX,GIA,
7779,2.33,Ideal,F,VS2,EX,EX,GIA,
7780,1.15,Very Good,E,IF,VG,G,GIA,
7781,1.09,Ideal,G,VS1,VG,VG,GIA,
7782,2.01,Good,I,VS2,EX,VG,GIA,
7783,1.08,Ideal,F,VS2,ID,ID,AGSL,
7784,1.01,Very Good,E,VS1,EX,EX,GIA,
7785,1.24,Ideal,D,VVS1,VG,EX,GIA,
7786,1,Good,G,VS1,EX,VG,GIA,
7787,1.06,Ideal,G,VVS2,EX,EX,GIA,
7788,1.09,Ideal,G,VS1,ID,ID,AGSL,
7789,0.91,Ideal,H,SI1,VG,EX,GIA,
7790,1,Very Good,G,VVS2,EX,EX,GIA,
7791,1.28,Very Good,G,VVS2,EX,EX,GIA,
7792,1.02,Very Good,E,SI1,EX,EX,GIA,
7793,1.21,Ideal,I,VS1,VG,VG,GIA,
7794,1.7,Ideal,I,VS1,ID,ID,AGSL,
7795,1.15,Very Good,D,SI1,VG,VG,GIA,
7796,2.12,Ideal,G,VS2,EX,EX,GIA,
7797,1.65,Ideal,G,VS2,EX,EX,GIA,
7798,2,Fair,E,SI1,VG,G,GIA,
7799,1.3,Very Good,E,VVS2,VG,VG,GIA,
7800,1.03,Very Good,H,SI1,VG,VG,GIA,
7801,1.56,Ideal,H,SI1,ID,ID,AGSL,
7802,1.2,Very Good,E,VS2,VG,VG,GIA,
7803,1.17,Very Good,I,VVS1,EX,VG,GIA,
7804,2.04,Signature-Ideal,G,VS1,ID,ID,AGSL,
7805,1.34,Ideal,D,IF,EX,EX,GIA,
7806,2.01,Good,D,VS2,VG,G,GIA,
7807,1.09,Very Good,H,SI1,VG,VG,GIA,
7808,1.11,Very Good,G,VS2,VG,VG,GIA,
7809,0.9,Good,F,VS2,VG,VG,GIA,
7810,1,Very Good,G,VVS2,EX,EX,GIA,
7811,0.9,Good,E,VS1,VG,G,GIA,
7812,2.56,Good,F,SI1,VG,VG,GIA,
7813,1.5,Ideal,I,VS2,VG,VG,GIA,
7814,1.59,Ideal,F,VS1,EX,EX,GIA,
7815,2.15,Ideal,E,VS1,VG,VG,GIA,
7816,1.37,Ideal,G,IF,ID,ID,AGSL,
7817,1.05,Signature-Ideal,G,VS2,ID,ID,AGSL,
